Íîìåğ ïàêåòà	Âğåìÿ	Øèğîòà	Äîëãîòà	Âûñîòà	fix GPS
4393	475972	nan	nan	nan	0
4394	476080	nan	nan	nan	0
4395	476188	nan	nan	nan	0
4396	476296	nan	nan	nan	0
4397	476404	nan	nan	nan	0
4398	476512	nan	nan	nan	0
4399	476620	nan	nan	nan	0
4400	476728	nan	nan	nan	0
4401	476836	nan	nan	nan	0
4402	476944	nan	nan	nan	0
4403	477052	nan	nan	nan	0
4404	477160	nan	nan	nan	0
4405	477268	nan	nan	nan	0
4406	477376	nan	nan	nan	0
4407	477484	nan	nan	nan	0
4408	477592	nan	nan	nan	0
4409	477700	nan	nan	nan	0
4410	477808	nan	nan	nan	0
4411	477916	nan	nan	nan	0
4412	478024	nan	nan	nan	0
4413	478132	nan	nan	nan	0
4414	478240	nan	nan	nan	0
4415	478348	nan	nan	nan	0
4416	478456	nan	nan	nan	0
4417	478564	nan	nan	nan	0
4418	478672	nan	nan	nan	0
4419	478780	nan	nan	nan	0
4420	478888	nan	nan	nan	0
4421	478996	nan	nan	nan	0
4422	479104	nan	nan	nan	0
4423	479212	nan	nan	nan	0
4424	479320	nan	nan	nan	0
4425	479428	nan	nan	nan	0
4426	479536	nan	nan	nan	0
4427	479644	nan	nan	nan	0
4428	479752	nan	nan	nan	0
4429	479860	nan	nan	nan	0
4430	479968	nan	nan	nan	0
4431	480076	nan	nan	nan	0
4432	480184	nan	nan	nan	0
4433	480292	nan	nan	nan	0
4434	480400	nan	nan	nan	0
4435	480508	nan	nan	nan	0
4436	480616	nan	nan	nan	0
4437	480724	nan	nan	nan	0
4438	480832	nan	nan	nan	0
4439	480940	nan	nan	nan	0
4440	481048	nan	nan	nan	0
4441	481156	nan	nan	nan	0
4442	481264	nan	nan	nan	0
4443	481372	nan	nan	nan	0
4444	481480	nan	nan	nan	0
4445	481588	nan	nan	nan	0
4446	481696	nan	nan	nan	0
4447	481804	nan	nan	nan	0
4448	481912	nan	nan	nan	0
4449	482020	nan	nan	nan	0
4450	482128	nan	nan	nan	0
4451	482236	nan	nan	nan	0
4452	482344	nan	nan	nan	0
4453	482452	nan	nan	nan	0
4454	482560	nan	nan	nan	0
4455	482668	nan	nan	nan	0
4456	482776	nan	nan	nan	0
4457	482884	nan	nan	nan	0
4458	482992	nan	nan	nan	0
4459	483100	nan	nan	nan	0
4460	483208	nan	nan	nan	0
4461	483316	nan	nan	nan	0
4462	483424	nan	nan	nan	0
4463	483532	nan	nan	nan	0
4464	483640	nan	nan	nan	0
4465	483748	nan	nan	nan	0
4466	483856	nan	nan	nan	0
4467	483964	nan	nan	nan	0
4468	484072	nan	nan	nan	0
4469	484180	nan	nan	nan	0
4470	484288	nan	nan	nan	0
4471	484396	nan	nan	nan	0
4472	484504	nan	nan	nan	0
4473	484612	nan	nan	nan	0
4474	484720	nan	nan	nan	0
4475	484828	nan	nan	nan	0
4476	484936	nan	nan	nan	0
4477	485044	nan	nan	nan	0
4479	485260	nan	nan	nan	0
4481	485476	nan	nan	nan	0
4483	485692	nan	nan	nan	0
4484	485800	nan	nan	nan	0
4485	485908	nan	nan	nan	0
4486	486016	nan	nan	nan	0
4487	486124	nan	nan	nan	0
4488	486232	nan	nan	nan	0
4489	486340	nan	nan	nan	0
4490	486448	nan	nan	nan	0
4491	486556	nan	nan	nan	0
4492	486664	nan	nan	nan	0
4493	486772	nan	nan	nan	0
4494	486880	nan	nan	nan	0
4495	486988	nan	nan	nan	0
4496	487096	nan	nan	nan	0
4497	487204	nan	nan	nan	0
4498	487312	nan	nan	nan	0
4499	487420	nan	nan	nan	0
4500	487528	nan	nan	nan	0
4501	487636	nan	nan	nan	0
4502	487744	nan	nan	nan	0
4503	487852	nan	nan	nan	0
4504	487960	nan	nan	nan	0
4505	488068	nan	nan	nan	0
4506	488176	nan	nan	nan	0
4507	488284	nan	nan	nan	0
4508	488392	nan	nan	nan	0
4509	488500	nan	nan	nan	0
4510	488608	nan	nan	nan	0
4511	488716	nan	nan	nan	0
4512	488824	nan	nan	nan	0
4513	488932	nan	nan	nan	0
4514	489040	nan	nan	nan	0
4515	489148	nan	nan	nan	0
4516	489256	nan	nan	nan	0
4517	489364	nan	nan	nan	0
4518	489472	nan	nan	nan	0
4519	489580	nan	nan	nan	0
4520	489688	nan	nan	nan	0
4521	489796	nan	nan	nan	0
4522	489904	nan	nan	nan	0
4523	490012	nan	nan	nan	0
4524	490120	nan	nan	nan	0
4525	490228	nan	nan	nan	0
4526	490336	nan	nan	nan	0
4527	490444	nan	nan	nan	0
4528	490552	nan	nan	nan	0
4529	490660	nan	nan	nan	0
4530	490768	nan	nan	nan	0
4531	490876	nan	nan	nan	0
4532	490984	nan	nan	nan	0
4533	491092	nan	nan	nan	0
4534	491200	nan	nan	nan	0
4535	491308	nan	nan	nan	0
4536	491416	nan	nan	nan	0
4537	491524	nan	nan	nan	0
4538	491632	nan	nan	nan	0
4539	491740	nan	nan	nan	0
4540	491848	nan	nan	nan	0
4541	491956	nan	nan	nan	0
4542	492064	nan	nan	nan	0
4543	492172	nan	nan	nan	0
4545	492388	nan	nan	nan	0
4546	492496	nan	nan	nan	0
4547	492604	nan	nan	nan	0
4548	492712	nan	nan	nan	0
4549	492820	nan	nan	nan	0
4550	492928	nan	nan	nan	0
4551	493036	nan	nan	nan	0
4552	493144	nan	nan	nan	0
4553	493252	nan	nan	nan	0
4554	493360	nan	nan	nan	0
4555	493468	nan	nan	nan	0
4556	493576	nan	nan	nan	0
4557	493684	nan	nan	nan	0
4558	493792	nan	nan	nan	0
4559	493900	nan	nan	nan	0
4560	494008	nan	nan	nan	0
4561	494116	nan	nan	nan	0
4562	494224	nan	nan	nan	0
4563	494332	nan	nan	nan	0
4564	494440	nan	nan	nan	0
4565	494548	nan	nan	nan	0
4566	494656	nan	nan	nan	0
4567	494764	nan	nan	nan	0
4568	494872	nan	nan	nan	0
4569	494980	nan	nan	nan	0
4570	495088	nan	nan	nan	0
4571	495196	nan	nan	nan	0
4572	495304	nan	nan	nan	0
4573	495412	nan	nan	nan	0
4574	495520	nan	nan	nan	0
4575	495628	nan	nan	nan	0
4576	495736	nan	nan	nan	0
4577	495844	nan	nan	nan	0
4578	495952	nan	nan	nan	0
4579	496060	nan	nan	nan	0
4580	496168	nan	nan	nan	0
4581	496276	nan	nan	nan	0
4582	496384	nan	nan	nan	0
4583	496492	nan	nan	nan	0
4584	496600	nan	nan	nan	0
4585	496708	nan	nan	nan	0
4586	496816	nan	nan	nan	0
4587	496924	nan	nan	nan	0
4588	497032	nan	nan	nan	0
4589	497140	nan	nan	nan	0
4590	497248	nan	nan	nan	0
4591	497356	nan	nan	nan	0
4592	497464	nan	nan	nan	0
4593	497572	nan	nan	nan	0
4594	497680	nan	nan	nan	0
4595	497788	nan	nan	nan	0
4596	497896	nan	nan	nan	0
4597	498004	nan	nan	nan	0
4598	498112	nan	nan	nan	0
4599	498220	nan	nan	nan	0
4600	498328	nan	nan	nan	0
4601	498436	nan	nan	nan	0
4602	498544	nan	nan	nan	0
4603	498652	nan	nan	nan	0
4604	498760	nan	nan	nan	0
4605	498868	nan	nan	nan	0
4606	498976	nan	nan	nan	0
4607	499084	nan	nan	nan	0
4608	499192	nan	nan	nan	0
4609	499300	nan	nan	nan	0
4610	499408	nan	nan	nan	0
4611	499516	nan	nan	nan	0
4612	499624	nan	nan	nan	0
4613	499732	nan	nan	nan	0
4614	499840	nan	nan	nan	0
4615	499948	nan	nan	nan	0
4616	500056	nan	nan	nan	0
4617	500164	nan	nan	nan	0
4618	500272	nan	nan	nan	0
4619	500380	nan	nan	nan	0
4620	500488	nan	nan	nan	0
4621	500596	nan	nan	nan	0
4622	500704	nan	nan	nan	0
4623	500812	nan	nan	nan	0
4624	500920	nan	nan	nan	0
4626	501136	nan	nan	nan	0
4627	501244	nan	nan	nan	0
4628	501352	nan	nan	nan	0
4629	501460	nan	nan	nan	0
4630	501568	nan	nan	nan	0
4631	501676	nan	nan	nan	0
4632	501784	nan	nan	nan	0
4633	501892	nan	nan	nan	0
4634	502000	nan	nan	nan	0
4635	502108	nan	nan	nan	0
4636	502216	nan	nan	nan	0
4637	502324	nan	nan	nan	0
4638	502432	nan	nan	nan	0
4639	502540	nan	nan	nan	0
4640	502648	nan	nan	nan	0
4641	502756	nan	nan	nan	0
4643	502972	nan	nan	nan	0
4644	503080	nan	nan	nan	0
4645	503188	nan	nan	nan	0
4646	503296	nan	nan	nan	0
4647	503404	nan	nan	nan	0
4648	503512	nan	nan	nan	0
4649	503620	nan	nan	nan	0
4650	503728	nan	nan	nan	0
4652	503944	nan	nan	nan	0
4653	504052	nan	nan	nan	0
4654	504160	nan	nan	nan	0
4655	504268	nan	nan	nan	0
4656	504376	nan	nan	nan	0
4658	504592	nan	nan	nan	0
4659	504700	nan	nan	nan	0
4660	504808	nan	nan	nan	0
4661	504916	nan	nan	nan	0
4662	505024	nan	nan	nan	0
4663	505132	nan	nan	nan	0
4664	505240	nan	nan	nan	0
4665	505348	nan	nan	nan	0
4666	505456	nan	nan	nan	0
4667	505564	nan	nan	nan	0
4668	505672	nan	nan	nan	0
4669	505780	nan	nan	nan	0
4670	505888	nan	nan	nan	0
4671	505996	nan	nan	nan	0
4672	506104	nan	nan	nan	0
4673	506212	nan	nan	nan	0
4674	506320	nan	nan	nan	0
4675	506428	nan	nan	nan	0
4676	506536	nan	nan	nan	0
4677	506644	nan	nan	nan	0
4678	506752	nan	nan	nan	0
4679	506860	nan	nan	nan	0
4680	506968	nan	nan	nan	0
4681	507076	nan	nan	nan	0
4682	507184	nan	nan	nan	0
4683	507292	nan	nan	nan	0
4684	507400	nan	nan	nan	0
4685	507508	nan	nan	nan	0
4686	507616	nan	nan	nan	0
4687	507724	nan	nan	nan	0
4688	507832	nan	nan	nan	0
4689	507940	nan	nan	nan	0
4690	508048	nan	nan	nan	0
4691	508156	nan	nan	nan	0
4692	508264	nan	nan	nan	0
4693	508372	nan	nan	nan	0
4694	508480	nan	nan	nan	0
4695	508588	nan	nan	nan	0
4696	508696	nan	nan	nan	0
4697	508804	nan	nan	nan	0
4698	508912	nan	nan	nan	0
4699	509020	nan	nan	nan	0
4700	509128	nan	nan	nan	0
4701	509236	nan	nan	nan	0
4702	509344	nan	nan	nan	0
4703	509452	nan	nan	nan	0
4704	509560	nan	nan	nan	0
4705	509668	nan	nan	nan	0
4706	509776	nan	nan	nan	0
4707	509884	nan	nan	nan	0
4708	509992	nan	nan	nan	0
4709	510100	nan	nan	nan	0
4710	510208	nan	nan	nan	0
4711	510316	nan	nan	nan	0
4712	510424	nan	nan	nan	0
4713	510532	nan	nan	nan	0
4714	510640	nan	nan	nan	0
4715	510748	nan	nan	nan	0
4716	510856	nan	nan	nan	0
4718	511072	nan	nan	nan	0
4719	511180	nan	nan	nan	0
4720	511288	nan	nan	nan	0
4721	511396	nan	nan	nan	0
4722	511504	nan	nan	nan	0
4723	511612	nan	nan	nan	0
4724	511720	nan	nan	nan	0
4725	511828	nan	nan	nan	0
4726	511936	nan	nan	nan	0
4727	512044	nan	nan	nan	0
4728	512152	nan	nan	nan	0
4729	512260	nan	nan	nan	0
4730	512368	nan	nan	nan	0
4731	512476	nan	nan	nan	0
4732	512584	nan	nan	nan	0
4733	512692	nan	nan	nan	0
4734	512800	nan	nan	nan	0
4735	512908	nan	nan	nan	0
4736	513016	nan	nan	nan	0
4737	513124	nan	nan	nan	0
4738	513232	nan	nan	nan	0
4739	513340	nan	nan	nan	0
4740	513448	nan	nan	nan	0
4741	513556	nan	nan	nan	0
4742	513664	nan	nan	nan	0
4743	513772	nan	nan	nan	0
4744	513880	nan	nan	nan	0
4745	513988	nan	nan	nan	0
4746	514096	nan	nan	nan	0
4747	514204	nan	nan	nan	0
4748	514312	nan	nan	nan	0
4749	514420	nan	nan	nan	0
4750	514528	nan	nan	nan	0
4751	514636	nan	nan	nan	0
4752	514744	nan	nan	nan	0
4753	514852	nan	nan	nan	0
4754	514960	nan	nan	nan	0
4755	515068	nan	nan	nan	0
4756	515176	nan	nan	nan	0
4757	515284	nan	nan	nan	0
4758	515392	nan	nan	nan	0
4759	515500	nan	nan	nan	0
4760	515608	nan	nan	nan	0
4761	515716	nan	nan	nan	0
4762	515824	nan	nan	nan	0
4763	515932	nan	nan	nan	0
4764	516040	nan	nan	nan	0
4765	516148	nan	nan	nan	0
4766	516256	nan	nan	nan	0
4767	516364	nan	nan	nan	0
4768	516472	nan	nan	nan	0
4769	516580	nan	nan	nan	0
4770	516688	nan	nan	nan	0
4771	516796	nan	nan	nan	0
4772	516904	nan	nan	nan	0
4773	517012	nan	nan	nan	0
4774	517120	nan	nan	nan	0
4775	517228	nan	nan	nan	0
4776	517336	nan	nan	nan	0
4777	517444	nan	nan	nan	0
4778	517552	nan	nan	nan	0
4779	517660	nan	nan	nan	0
4780	517768	nan	nan	nan	0
4781	517876	nan	nan	nan	0
4782	517984	nan	nan	nan	0
4783	518092	nan	nan	nan	0
4784	518200	nan	nan	nan	0
4785	518308	nan	nan	nan	0
4786	518416	nan	nan	nan	0
4787	518524	nan	nan	nan	0
4788	518632	nan	nan	nan	0
4789	518740	nan	nan	nan	0
4790	518848	nan	nan	nan	0
