Номер пакета	Время	Широта	Долгота	Высота	fix GPS
18385	1986811	55.91086196899414	37.80561828613281	170.8000030517578	1
18386	1986919	55.91086196899414	37.80561828613281	170.8000030517578	1
18387	1987027	55.910858154296875	37.805625915527344	170.8000030517578	1
18388	1987135	55.910858154296875	37.805625915527344	170.8000030517578	1
18389	1987243	55.910858154296875	37.805625915527344	170.8000030517578	1
18390	1987351	55.910858154296875	37.805625915527344	170.8000030517578	1
18391	1987459	55.910858154296875	37.805625915527344	170.8000030517578	1
18392	1987567	55.910858154296875	37.805625915527344	170.8000030517578	1
18393	1987675	55.910858154296875	37.805625915527344	170.8000030517578	1
18394	1987783	55.910858154296875	37.805625915527344	170.8000030517578	1
18395	1987891	55.910858154296875	37.805625915527344	170.8000030517578	1
18396	1987999	55.910858154296875	37.805625915527344	170.8000030517578	1
18397	1988107	55.91085433959961	37.805625915527344	171.1999969482422	1
18398	1988215	55.91085433959961	37.805625915527344	171.1999969482422	1
18399	1988323	55.91085433959961	37.805625915527344	171.1999969482422	1
18400	1988431	55.91085433959961	37.805625915527344	171.1999969482422	1
18401	1988539	55.91085433959961	37.805625915527344	171.1999969482422	1
18402	1988647	55.91085433959961	37.805625915527344	171.1999969482422	1
18403	1988755	55.91085433959961	37.805625915527344	171.1999969482422	1
18404	1988863	55.91085433959961	37.805625915527344	171.1999969482422	1
18405	1988971	55.91085433959961	37.805625915527344	171.1999969482422	1
18406	1989079	55.910850524902344	37.805625915527344	171.3000030517578	1
18407	1989187	55.910850524902344	37.805625915527344	171.3000030517578	1
18408	1989295	55.910850524902344	37.805625915527344	171.3000030517578	1
18409	1989403	55.910850524902344	37.805625915527344	171.3000030517578	1
18410	1989511	55.910850524902344	37.805625915527344	171.3000030517578	1
18411	1989619	55.910850524902344	37.805625915527344	171.3000030517578	1
18412	1989727	55.910850524902344	37.805625915527344	171.3000030517578	1
18413	1989835	55.910850524902344	37.805625915527344	171.3000030517578	1
18414	1989943	55.910850524902344	37.805625915527344	171.3000030517578	1
18415	1990051	55.91084671020508	37.80561828613281	171.3000030517578	1
18416	1990159	55.91084671020508	37.80561828613281	171.3000030517578	1
18417	1990267	55.91084671020508	37.80561828613281	171.3000030517578	1
18418	1990375	55.91084671020508	37.80561828613281	171.3000030517578	1
18419	1990483	55.91084671020508	37.80561828613281	171.3000030517578	1
18420	1990591	55.91084671020508	37.80561828613281	171.3000030517578	1
18421	1990699	55.91084671020508	37.80561828613281	171.3000030517578	1
18422	1990807	55.91084671020508	37.80561828613281	171.3000030517578	1
18423	1990915	55.91084671020508	37.80561828613281	171.3000030517578	1
18424	1991023	55.91084671020508	37.80561828613281	171.3000030517578	1
18425	1991131	55.91084289550781	37.80561065673828	171.10000610351562	1
18426	1991239	55.91084289550781	37.80561065673828	171.10000610351562	1
18427	1991347	55.91084289550781	37.80561065673828	171.10000610351562	1
18428	1991455	55.91084289550781	37.80561065673828	171.10000610351562	1
18429	1991563	55.91084289550781	37.80561065673828	171.10000610351562	1
18430	1991671	55.91084289550781	37.80561065673828	171.10000610351562	1
18431	1991779	55.91084289550781	37.80561065673828	171.10000610351562	1
18432	1991887	55.91084289550781	37.80561065673828	171.10000610351562	1
18433	1991995	55.91084289550781	37.80561065673828	171.10000610351562	1
18434	1992103	55.91084289550781	37.80559539794922	171.3000030517578	1
18435	1992211	55.91084289550781	37.80559539794922	171.3000030517578	1
18436	1992319	55.91084289550781	37.80559539794922	171.3000030517578	1
18437	1992427	55.91084289550781	37.80559539794922	171.3000030517578	1
18438	1992535	55.91084289550781	37.80559539794922	171.3000030517578	1
18439	1992643	55.91084289550781	37.80559539794922	171.3000030517578	1
18440	1992751	55.91084289550781	37.80559539794922	171.3000030517578	1
18441	1992859	55.91084289550781	37.80559539794922	171.3000030517578	1
18442	1992967	55.91084289550781	37.80559539794922	171.3000030517578	1
18443	1993075	55.91084289550781	37.80559539794922	171.3000030517578	1
18444	1993183	55.91084289550781	37.805580139160156	171.10000610351562	1
18445	1993291	55.91084289550781	37.805580139160156	171.10000610351562	1
18446	1993399	55.91084289550781	37.805580139160156	171.10000610351562	1
18447	1993507	55.91084289550781	37.805580139160156	171.10000610351562	1
18448	1993615	55.91084289550781	37.805580139160156	171.10000610351562	1
18449	1993723	55.91084289550781	37.805580139160156	171.10000610351562	1
18450	1993831	55.91084289550781	37.805580139160156	171.10000610351562	1
18451	1993939	55.91084289550781	37.805580139160156	171.10000610351562	1
18452	1994047	55.91084289550781	37.805580139160156	171.10000610351562	1
18453	1994155	55.91084289550781	37.80556106567383	171.0	1
18454	1994263	55.91084289550781	37.80556106567383	171.0	1
18455	1994371	55.91084289550781	37.80556106567383	171.0	1
18456	1994479	55.91084289550781	37.80556106567383	171.0	1
18457	1994587	55.91084289550781	37.80556106567383	171.0	1
18458	1994695	55.91084289550781	37.80556106567383	171.0	1
18459	1994803	55.91084289550781	37.80556106567383	171.0	1
18460	1994911	55.91084289550781	37.80556106567383	171.0	1
18461	1995019	55.91084289550781	37.80556106567383	171.0	1
18462	1995127	55.91084289550781	37.80556106567383	171.0	1
18463	1995235	55.91083908081055	37.80554962158203	170.39999389648438	1
