Номер пакета	Время	acc_X	acc_Y	acc_Z	gyro_X	gyro_Y	gyro_Z	mag_X	mag_Y	mag_Z	Лидар
35507	549148	-100	-150	2021	7	-22	-25	-461	300	151	11521
35508	549163	-98	-147	2025	6	-21	-24	-463	300	143	11521
35509	549178	-88	-145	2021	5	-22	-26	-466	303	146	11521
35510	549193	-89	-148	2023	6	-21	-24	-459	298	147	11521
35511	549208	-95	-145	2020	9	-22	-24	-457	303	142	11521
35512	549223	-90	-141	2019	6	-21	-25	-458	298	140	11521
35513	549238	-91	-150	2018	8	-23	-24	-466	302	140	11521
35514	549256	-97	-140	2013	7	-23	-25	-460	297	137	11521
35515	549271	-93	-147	2019	8	-22	-25	-458	303	148	11521
35516	549286	-86	-146	2025	8	-23	-25	-456	297	138	11521
35517	549301	-87	-145	2025	7	-23	-25	-463	299	142	11521
35518	549316	-89	-149	2028	8	-24	-24	-461	296	149	11521
35519	549331	-94	-150	2017	8	-23	-25	-468	293	141	11521
35520	549346	-97	-150	2020	7	-22	-25	-461	293	142	11521
35521	549364	-94	-149	2016	7	-22	-25	-476	299	152	11521
35522	549379	-93	-148	2020	8	-22	-26	-466	289	145	11521
35523	549394	-93	-148	2023	7	-21	-25	-467	297	143	11521
35524	549409	-87	-149	2025	6	-22	-25	-465	298	144	11521
35525	549424	-97	-147	2019	9	-23	-25	-462	296	144	11521
35526	549439	-93	-141	2010	7	-24	-24	-468	301	144	11521
35527	549454	-91	-171	1998	6	-30	12	-466	298	135	11521
35528	549472	-103	-138	2030	19	-25	-10	-465	303	138	11521
35529	549487	-86	-147	2019	5	-26	-17	-466	299	140	11521
35530	549502	-95	-145	2019	12	-23	-16	-466	300	136	11521
35531	549517	-86	-140	2021	11	-24	-12	-467	296	139	11521
35532	549532	-95	-145	2023	9	-23	-4	-464	290	139	11521
35533	549547	-86	-127	2031	10	-27	-1	-467	292	138	11521
35534	549562	-88	-147	2013	15	-33	53	-462	293	142	11521
35535	549580	-110	-160	2016	24	-23	15	-462	296	138	11521
35536	549595	-84	-145	2023	17	-29	-11	-463	301	141	11521
35537	549610	-112	-142	2029	14	-17	-20	-473	294	140	11521
35538	549625	-78	-149	2019	9	-25	-21	-467	297	131	11521
35539	549640	-84	-142	2011	5	-27	-15	-468	300	138	11521
35540	549655	-95	-157	2017	5	-24	-9	-472	302	145	11521
35541	549670	-97	-146	2021	18	-19	-16	-471	297	150	11521
35542	549688	-109	-145	2030	16	-18	-17	-475	301	146	11521
35543	549703	-96	-140	2020	14	-20	-18	-472	303	150	11521
35544	549718	-89	-149	2016	13	-19	-20	-463	295	138	11521
35545	549733	-102	-143	2023	13	-20	-23	-470	303	143	11521
35546	549748	-106	-147	2030	14	-20	-25	-468	301	137	11521
35547	549763	-88	-152	2013	15	-25	-20	-467	298	141	11521
35548	549778	-98	-144	2023	10	-18	-19	-467	303	136	11521
35549	549796	-103	-140	2034	3	-17	-22	-463	307	141	11521
35550	549811	-83	-135	2010	10	-23	-20	-460	304	136	11521
35551	549826	-86	-142	2004	7	-24	-19	-467	299	140	11521
35552	549841	-83	-138	2012	10	-18	-19	-466	305	151	11521
35553	549856	-95	-140	2016	12	-17	-19	-454	299	136	11521
35554	549871	-80	-147	1990	17	-10	-19	-457	302	144	11521
35555	549886	-117	-151	2047	35	9	-14	-456	304	147	11521
35556	549904	-148	-155	2145	4	-70	-4	-464	304	143	11521
35557	549919	-111	-153	2004	-36	-214	-37	-472	300	145	11521
35558	549934	-22	-172	2025	-14	-180	-36	-477	300	150	11521
35559	549949	67	-81	1814	28	-29	-15	-471	300	149	11521
35560	549964	-186	-83	2084	-31	186	-27	-476	305	152	11521
35561	549979	-119	-81	2064	-214	-80	-58	-469	310	144	11521
35562	549994	-77	-258	2020	-358	-63	-216	-466	300	145	11521
35563	550012	-22	-269	1943	-395	-39	-322	-469	307	146	11521
35564	550027	-2	-214	1935	-188	97	-209	-474	306	139	11521
35565	550042	102	-481	2129	67	100	-44	-462	314	146	11521
35566	550057	-149	-310	2045	212	-216	-130	-471	308	146	11521
35567	550072	-29	-303	2118	71	-243	-119	-474	300	159	11521
35568	550087	92	-153	2286	-84	74	-212	-479	303	157	11521
35569	550102	201	-763	2534	586	496	-292	-472	305	140	11521
35570	550120	-1	-254	2577	348	189	-521	-462	297	124	11521
35571	550135	-111	-65	2568	-134	-530	-490	-457	306	140	11521
35572	550150	-47	-203	2341	67	-354	-422	-454	308	124	11521
35573	550165	36	-192	2087	649	577	-418	-463	312	110	11521
35574	550180	-7	-127	2134	684	874	-447	-394	308	81	11521
35575	550195	-45	-164	2065	374	915	-490	-378	295	94	11521
35576	550210	128	-289	2080	74	1071	-644	-351	310	80	11521
35577	550228	-5	-204	2269	76	1127	-750	-320	306	101	11521
35578	550243	-352	-25	2654	529	992	-742	-273	304	102	11521
35579	550258	-101	-55	2564	796	824	-656	-257	296	108	11521
35580	550273	-142	-94	2016	947	558	-686	-258	285	106	11521
35581	550288	-389	-11	1781	1551	891	-587	-242	271	118	11521
35582	550303	-464	37	1613	1681	965	-480	-230	252	118	11521
35583	550318	-450	183	991	1458	1127	-349	-188	215	120	11521
35584	550336	-472	161	875	1229	1273	-335	-171	192	120	11521
35585	550351	-557	249	897	805	1207	-426	-157	187	110	11521
35586	550366	-600	461	1158	604	921	-587	-142	178	118	11521
35587	550381	-657	610	1100	422	656	-547	-130	170	107	11521
35588	550396	-675	334	830	-385	-144	-340	-128	177	121	11521
35589	550411	-650	192	759	-815	-528	-308	-141	192	107	11521
35590	550426	-639	26	1039	-1572	-1038	-380	-160	205	109	11521
35591	550444	-677	11	1792	-2135	-1631	-409	-185	254	113	11521
35592	550459	-636	-41	2296	-2355	-2020	-323	-217	280	116	11521
35593	550474	-255	-405	3220	-2444	-2743	-48	-258	315	120	11521
35594	550489	-112	-502	3611	-2264	-2905	-35	-296	339	128	11521
35595	550504	181	-811	2679	-1784	-2714	-5	-339	372	157	11521
35596	550519	140	-688	2324	-1301	-1906	-106	-405	400	167	11521
35597	550534	66	-727	1545	-470	-196	-115	-409	405	180	11521
35598	550552	-309	-270	2211	128	1384	-151	-412	411	165	11521
35599	550567	-333	-212	2173	-40	1305	-44	-386	412	163	11521
35600	550582	-240	-273	2205	-7	946	100	-359	406	140	11521
35601	550597	-200	-309	2223	-16	758	155	-340	406	140	11521
35602	550612	-221	-508	2453	-26	624	243	-334	406	138	11521
35603	550627	-264	-640	2781	108	519	238	-333	408	138	11521
35604	550642	-211	-536	2937	570	-20	94	-321	391	133	11521
35605	550660	-8	-217	2325	916	6	45	-324	380	131	11521
35606	550675	3	-294	2115	1073	471	138	-309	361	132	11521
35607	550690	-171	-327	2180	1511	1297	175	-293	356	121	11521
35608	550705	-247	-151	2076	1635	1398	150	-232	310	110	11521
35609	550720	-213	-69	1668	1568	1318	199	-216	288	126	11521
35610	550735	-341	-61	1914	1531	750	54	-201	267	111	11521
35611	550750	-445	8	1998	1536	178	-58	-198	252	118	11521
35612	550768	-353	38	1567	1190	-667	-233	-207	224	123	11521
35613	550783	-459	208	1334	993	-500	-294	-216	209	132	11521
35614	550798	-517	243	1261	949	-349	-251	-222	193	128	11521
35615	550813	-456	329	1164	657	-323	-221	-231	188	129	11521
35616	550828	-382	413	1056	362	-409	-201	-240	181	126	11521
35617	550843	-257	354	768	-328	-381	-147	-245	181	127	11521
35618	550858	-54	163	1222	-928	-341	-299	-247	189	112	11521
35619	550876	-55	38	1749	-1166	-686	-484	-251	204	123	11521
35620	550891	-65	-116	2538	-1581	-1836	-761	-278	220	131	11521
35621	550906	-45	-118	2615	-1670	-2149	-766	-331	265	120	11521
35622	550921	-53	-151	2232	-1301	-1710	-570	-365	280	140	11521
35623	550936	-108	-107	1898	-912	-1103	-452	-381	301	143	11521
35624	550951	-327	-143	1717	-543	74	-231	-384	302	144	11521
35625	550966	-301	-322	2141	-958	367	-138	-381	330	137	11521
35626	550984	-201	-335	2378	-1166	223	-142	-381	333	150	11521
35627	550999	62	-338	2545	-1080	-46	-176	-391	349	152	11521
35628	551014	87	-381	2572	-807	-59	-213	-385	359	155	11521
35629	551029	-146	-432	2651	-185	-153	-253	-396	371	152	11521
35630	551044	-302	-409	2809	15	-279	-263	-400	364	157	11521
35631	551059	-288	-461	3256	414	-382	-133	-396	361	157	11521
35632	551074	-6	-419	3041	998	-259	6	-407	353	157	11521
35633	551092	54	-445	2632	1317	-16	88	-409	344	160	11521
35634	551107	-70	-296	1813	1873	546	173	-388	299	139	11521
35635	551122	-193	-237	1621	1894	769	193	-383	275	146	11521
35636	551137	-327	28	1925	1561	907	188	-364	251	135	11521
35637	551152	-276	59	2049	1236	609	227	-350	229	139	11521
35638	551167	-71	59	1901	1322	502	231	-340	211	142	11521
35639	551182	-41	126	1417	1604	446	179	-323	175	140	11521
35640	551200	-155	276	1239	1628	482	130	-311	157	143	11521
35641	551215	-266	405	1029	1269	439	148	-312	141	145	11521
35642	551230	-203	336	968	402	290	86	-303	134	142	11521
35643	551245	-187	332	971	-100	181	16	-293	129	144	11521
35644	551260	-215	321	1070	-851	-116	-149	-296	145	138	11521
35645	551275	-267	314	1426	-1080	-314	-189	-295	151	137	11521
35646	551290	-314	240	2019	-1449	-994	-213	-325	187	136	11521
35647	551308	139	38	1911	-1636	-1444	-195	-348	208	138	11521
35648	551323	304	-50	1752	-1692	-1287	-276	-366	227	144	11521
35649	551338	266	-155	1734	-1661	-546	-434	-379	253	154	11521
35650	551353	120	-80	1792	-1423	-281	-500	-395	275	144	11521
35651	551368	-126	-109	2364	-1178	-363	-481	-383	293	151	11521
35652	551383	-118	-161	2632	-1275	-677	-398	-414	315	159	11521
35653	551398	8	-394	2693	-1304	-898	-218	-422	338	167	11521
35654	551416	-10	-410	2351	-838	-155	-166	-446	352	175	11521
35655	551431	-67	-341	2225	-522	381	-83	-430	373	170	11521
35656	551446	-251	-360	2639	-133	869	-37	-418	372	172	11521
35657	551461	-300	-259	2754	-91	765	9	-405	372	154	11521
35658	551476	-199	-438	2464	-21	575	190	-397	369	154	11521
35659	551491	-168	-398	2247	171	647	168	-381	368	156	11521
35660	551506	-205	-436	2407	579	814	127	-357	365	146	11521
35661	551524	-273	-279	2758	841	236	36	-355	353	149	11521
35662	551539	-317	-294	2641	911	-75	53	-358	341	146	11521
35663	551554	-269	-202	2085	1165	-105	130	-373	326	146	11521
35664	551569	-241	-195	1812	1350	141	164	-348	292	122	11521
35665	551584	-322	-101	1724	1549	694	237	-334	272	128	11521
35666	551599	-363	-49	1779	1336	686	264	-327	247	128	11521
35667	551614	-315	46	1700	1051	541	265	-311	234	122	11521
35668	551632	-119	153	1577	540	339	248	-297	218	119	11521
35669	551647	-50	179	1484	402	408	234	-288	212	126	11521
35670	551662	-100	121	1559	314	924	256	-273	209	127	11521
35671	551677	-234	149	1445	305	1556	319	-258	206	126	11521
35672	551692	-287	73	1400	220	1814	313	-245	201	126	11521
35673	551707	-359	49	1380	-172	2019	139	-187	204	117	11521
35674	551722	-356	24	1506	-472	1973	7	-157	208	119	11521
35675	551740	-434	4	1791	-1010	1619	-289	-132	222	116	11521
35676	551755	-531	72	1843	-1122	899	-447	-117	238	123	11521
35677	551770	-593	-9	1923	-1094	477	-497	-92	273	120	11521
35678	551785	-560	-86	2005	-1146	-596	-718	-101	282	115	11521
35679	551800	-581	-50	2165	-1325	-1121	-849	-119	307	122	11521
35680	551815	-672	-156	2337	-1611	-2049	-867	-144	325	121	11521
35681	551830	-772	-321	2089	-1118	-2332	-693	-211	369	128	11521
35682	551848	-702	-382	1979	-686	-2163	-644	-240	373	127	11521
35683	551863	-516	-279	2032	-214	-1689	-537	-281	383	135	11521
35684	551878	-460	-333	2068	-258	-1495	-454	-305	384	147	11521
35685	551893	-326	-389	2073	-392	-1206	-358	-318	387	142	11521
35686	551908	-237	-336	2127	-393	-1100	-335	-349	403	150	11521
35687	551923	-196	-374	2331	-386	-862	-212	-365	406	158	11521
35688	551938	-185	-453	2368	-80	-546	-105	-373	402	172	11521
35689	551956	-153	-450	2325	106	-418	-43	-385	410	167	11521
35690	551971	-228	-503	2510	210	-295	-7	-388	400	160	11521
35691	551986	-257	-470	2683	223	-167	2	-386	397	159	11521
35692	552001	-163	-521	2564	499	621	168	-383	390	151	11521
35693	552016	-124	-489	2315	776	1205	285	-369	384	150	11521
35694	552031	-309	-546	2399	1126	1919	269	-343	365	140	11521
35695	552046	-319	-282	2519	915	1509	275	-277	331	124	11521
35696	552064	-260	-219	2271	863	1360	345	-263	328	125	11521
35697	552079	-113	-93	1830	1332	1332	360	-236	304	121	11521
35698	552094	-47	58	1604	1750	1128	239	-222	286	126	11521
35699	552109	-141	179	1330	2130	139	54	-213	229	115	11521
35700	552124	-443	159	1250	1467	-816	-24	-223	210	128	11521
35701	552139	-468	152	1264	1078	-977	-48	-234	193	132	11521
35702	552154	-401	217	1342	525	-929	-83	-255	186	136	11521
35703	552172	-335	208	1384	135	-742	-80	-271	176	135	11521
35704	552187	-251	215	1516	-12	-690	-72	-282	179	136	11521
35705	552202	-1	123	1522	-260	-617	-120	-292	183	137	11521
35706	552217	93	96	1637	-409	-574	-238	-300	182	146	11521
35707	552232	-73	157	1879	-692	-766	-427	-314	200	126	11521
35708	552247	-140	122	1857	-721	-920	-444	-328	215	138	11521
35709	552262	-152	-60	1638	-691	-987	-415	-345	225	142	11521
35710	552280	-242	-76	1580	-1008	-613	-480	-375	240	146	11521
35711	552295	-308	-55	1797	-1231	-410	-491	-384	274	142	11521
35712	552310	-264	-86	2079	-1497	-272	-373	-384	296	146	11521
35713	552325	-226	-212	2232	-1540	-223	-281	-389	315	150	11521
35714	552340	-81	-254	2445	-1366	-231	-188	-393	336	148	11521
35715	552355	-71	-321	2469	-1241	-216	-166	-411	355	146	11521
35716	552370	-208	-388	2329	-824	13	-166	-399	371	155	11521
35717	552388	-343	-394	2093	-441	338	-124	-406	377	160	11521
35718	552403	-418	-445	2202	-425	394	-96	-394	388	162	11521
35719	552418	-409	-405	2591	-486	110	-75	-406	390	165	11521
35720	552433	-292	-383	2703	-431	-25	-20	-387	400	162	11521
35721	552448	-155	-464	2492	-9	-8	100	-388	399	157	11521
35722	552463	-108	-456	2303	259	100	96	-382	390	151	11521
35723	552478	-185	-456	2396	596	234	65	-380	379	152	11521
35724	552496	-193	-405	2792	734	160	56	-369	368	150	11521
35725	552511	-168	-383	2751	882	241	106	-365	353	144	11521
35726	552526	-67	-368	2345	1433	663	189	-355	339	143	11521
35727	552541	-15	-304	2147	1646	844	133	-345	317	123	11521
35728	552556	-31	-141	2065	1822	734	97	-343	291	135	11521
35729	552571	-118	-109	1810	1769	417	49	-323	241	122	11521
35730	552586	-193	-51	1608	1715	337	13	-305	223	128	11521
35731	552604	-260	92	1230	1585	313	-99	-310	196	128	11521
35732	552619	-275	245	1100	1189	253	-160	-308	178	136	11521
35733	552634	-285	299	1131	833	91	-156	-301	154	136	11521
35734	552649	-336	298	1130	26	-398	-141	-307	164	135	11521
35735	552664	-308	303	1112	-289	-575	-130	-312	158	137	11521
35736	552679	-267	169	1185	-748	-757	-106	-323	163	140	11521
35737	552694	-194	157	1488	-1375	-1048	-150	-349	195	137	11521
35738	552712	-187	82	1676	-1582	-1248	-137	-375	224	137	11521
35739	552727	-140	-5	1863	-1671	-1499	-36	-390	237	145	11521
35740	552742	-27	-120	1912	-1751	-1508	41	-410	254	157	11521
35741	552757	208	-316	2192	-1803	-1336	-72	-432	290	162	11521
35742	552772	224	-332	2344	-1703	-1181	-136	-454	329	169	11521
35743	552787	105	-416	2430	-1471	-764	-128	-470	353	185	11521
35744	552802	-70	-465	2847	-896	-123	-166	-468	372	185	11521
35745	552820	-70	-449	3056	-507	117	-160	-482	383	189	11521
35746	552835	57	-496	3137	-138	384	-50	-472	388	189	11521
35747	552850	78	-423	2952	-73	475	-61	-457	383	197	11521
35748	552865	-8	-394	2332	480	869	-12	-443	375	175	11521
35749	552880	-109	-340	2111	793	1119	33	-439	370	162	11521
35750	552895	-534	-262	2285	1097	1822	229	-413	354	161	11521
35751	552910	-555	-222	2076	1000	2590	668	-361	324	138	11521
35752	552928	-345	-308	1927	913	3156	799	-307	312	138	11521
35753	552943	-193	-249	1680	869	4327	722	-266	298	107	11521
35754	552958	-145	-232	1604	1075	4716	673	-187	284	113	11521
35755	552973	-111	-15	1574	1797	4611	309	-54	232	118	11521
35756	552988	-187	342	1802	2513	2948	-80	14	199	116	11521
35757	553003	-471	253	1654	2387	1646	-102	50	166	113	11521
35758	553018	-910	202	1407	1270	-817	-219	23	144	103	11521
35759	553036	-1196	138	1040	636	-1655	-225	-19	127	105	11521
35760	553051	-1308	2	1356	53	-1905	-257	-39	127	112	11521
35761	553066	-1367	267	1875	-357	-1816	-259	-69	132	105	11521
35762	553081	-1181	288	1981	-366	-1856	-131	-106	138	101	11521
35763	553096	-751	230	2052	-258	-2112	175	-143	152	98	11521
35764	553111	-602	170	2125	-128	-2370	271	-180	152	110	11521
35765	553126	-425	92	2151	-32	-3137	368	-232	161	105	11521
35766	553144	-349	138	2042	-321	-3468	322	-280	168	120	11521
35767	553159	-248	78	1977	-462	-3354	306	-364	185	128	11521
35768	553174	-141	107	1773	-505	-2574	156	-392	185	143	11521
35769	553189	-113	144	1685	-387	-1935	138	-424	199	154	11521
35770	553204	-51	92	1717	-58	-442	90	-434	203	154	11521
35771	553219	-15	67	1755	-41	186	29	-436	198	159	11521
35772	553234	-22	98	2159	-467	865	-65	-405	200	141	11521
35773	553252	-1	53	2392	-726	1223	-110	-391	206	138	11521
35774	553267	-33	77	2392	-640	1550	-107	-373	226	133	11521
35775	553282	-202	8	2133	-154	2414	-24	-359	226	132	11521
35776	553297	-319	-37	2057	97	2857	12	-277	225	108	11521
35777	553312	-584	-53	1928	426	3455	0	-224	218	102	11521
35778	553327	-700	-52	1856	420	3544	-25	-171	208	97	11521
35779	553342	-855	-12	1695	182	3477	-146	-121	211	98	11521
35780	553360	-984	7	1880	224	3232	-173	-20	195	105	11521
35781	553375	-1021	34	1890	406	2978	-199	25	185	106	11521
35782	553390	-971	559	2209	782	1517	-279	58	176	108	11521
35783	553405	-872	433	2073	799	98	-175	48	159	114	11521
35784	553420	-997	49	1596	619	-2566	-94	28	164	106	11521
35785	553435	-1091	163	1909	708	-3730	28	-84	149	105	11521
35786	553450	-1031	223	1837	767	-4098	176	-127	143	101	11521
35787	553468	-570	40	1561	645	-4319	454	-200	133	97	11521
35788	553483	-332	202	1718	322	-4071	440	-259	133	101	11521
35789	553498	-164	228	2250	-429	-2988	335	-343	142	134	11521
35790	553513	97	-36	2227	-369	-1640	122	-371	145	133	11521
35791	553528	215	-76	2093	-68	-951	-117	-385	142	128	11521
35792	553543	203	114	1983	619	-49	-519	-390	137	128	11521
35793	553558	100	177	1895	846	-308	-664	-398	125	128	11521
35794	553576	-95	309	1507	682	-520	-681	-401	110	138	11521
35795	553591	-49	210	1208	10	-408	-734	-419	106	130	11521
35796	553606	-139	149	1243	-349	-232	-781	-424	106	134	11521
35797	553621	-329	108	1484	-902	42	-838	-426	117	131	11521
35798	553636	-412	127	1686	-1136	186	-837	-422	134	125	11521
35799	553651	-321	422	2130	-1648	647	-644	-413	149	121	11521
35800	553666	-252	-24	2192	-1684	1498	-421	-394	174	124	11521
35801	553684	-258	-193	2095	-1388	1816	-433	-382	204	106	11521
35802	553699	-383	-73	2068	-811	1962	-580	-315	226	88	11521
35803	553714	-489	-41	2071	-712	1786	-571	-302	235	93	11521
35804	553729	-694	-123	2260	-709	1092	-465	-276	242	87	11521
35805	553744	-751	-104	2247	-711	574	-395	-268	249	92	11521
35806	553759	-636	-83	2027	-678	-222	-251	-264	255	87	11521
35807	553774	-401	-113	1944	-831	41	-175	-280	270	88	11521
35808	553792	-426	-183	2078	-919	464	-172	-277	284	94	11521
35809	553807	-582	-200	2092	-652	777	-218	-261	296	85	11521
35810	553822	-677	-189	2064	-279	574	-228	-250	307	88	11521
35811	553837	-789	41	2100	339	-550	-206	-249	303	85	11521
35812	553852	-561	3	1835	560	-1409	-122	-268	292	95	11521
35813	553867	-72	-338	1431	251	-2469	92	-306	296	101	11521
35814	553882	-302	-437	2051	-419	-2574	95	-375	310	102	11521
35815	553900	-355	-404	2451	-308	-2329	157	-388	312	119	11521
35816	553915	17	-356	2482	498	-1641	130	-414	315	116	11521
35817	553930	108	-275	2196	878	-1211	64	-438	300	128	11521
35818	553945	-42	-143	2036	788	-82	-26	-456	293	129	11521
35819	553960	-102	-179	1988	66	255	-71	-447	278	136	11521
35820	553975	-121	-248	1958	189	196	-147	-436	275	122	11521
35821	553990	-274	-175	2077	655	-157	-145	-438	265	120	11521
35822	554008	-188	-147	2216	604	-373	-22	-462	266	120	11521
35823	554023	67	-262	1973	374	-587	-39	-453	263	134	11521
35824	554038	83	-746	2107	-13	-654	-121	-459	261	128	11521
35825	554053	97	-857	2140	60	-780	-120	-480	247	139	11521
35826	554068	85	-536	1910	601	-357	-97	-483	245	139	11521
35827	554083	89	-420	2089	366	-127	-23	-499	230	140	11521
35828	554098	-5	390	2311	161	-239	17	-495	225	144	11521
35829	554116	-44	345	1742	984	-442	-157	-495	208	143	11521
35830	554131	7	345	1844	534	-383	-164	-507	202	160	11521
35831	554146	-127	937	2151	250	98	-25	-527	198	160	11521
35832	554161	-157	832	2033	350	182	35	-510	191	164	11521
35833	554176	23	151	1747	-433	-42	-40	-509	189	164	11521
35834	554191	83	-134	2079	-692	-96	-49	-510	201	165	11521
35835	554206	3	-153	2133	-67	80	-26	-510	209	160	11521
35836	554224	2	78	2026	186	-69	-20	-504	207	163	11521
35837	554239	89	50	1999	52	-157	-25	-508	213	163	11521
35838	554254	48	-42	2001	-68	35	-26	-520	205	153	11521
35839	554269	-13	-39	2058	-10	66	-24	-524	208	160	11521
35840	554284	42	0	2033	28	-77	-23	-516	202	149	11521
35841	554299	66	-8	1989	2	-78	-25	-508	205	155	11521
35842	554314	28	-15	2043	-4	4	-25	-506	194	149	11521
35843	554332	39	-7	2031	11	-37	-24	-515	209	159	11521
35844	554347	45	-6	2017	8	-43	-25	-512	205	161	11521
35845	554362	41	-5	2038	2	-17	-24	-512	204	157	11521
35846	554377	33	-23	2046	5	-20	-24	-513	208	157	11521
35847	554392	38	-9	2028	7	-32	-24	-517	195	154	11521
35848	554407	30	-14	2029	3	-23	-24	-508	204	156	11521
35849	554422	37	-18	2030	4	-22	-25	-517	204	156	11521
35850	554440	33	-11	2030	6	-27	-25	-516	201	158	11521
35851	554455	34	-8	2032	5	-25	-25	-518	202	165	11521
35852	554470	39	-13	2035	4	-26	-26	-518	206	168	11521
35853	554485	28	-11	2035	7	-26	-24	-516	206	163	11521
35854	554500	41	-4	2033	7	-24	-25	-511	208	159	11521
35855	554515	36	-14	2036	8	-24	-27	-515	209	159	11521
35856	554530	36	-9	2032	6	-26	-25	-505	209	160	11521
35857	554548	31	-14	2030	7	-25	-25	-503	210	157	11521
35858	554563	42	-6	2033	7	-24	-26	-505	195	152	11521
35859	554578	34	-13	2020	7	-23	-25	-511	205	152	11521
35860	554593	33	-10	2033	6	-24	-25	-509	197	156	11521
35861	554608	46	-11	2035	6	-23	-25	-504	205	161	11521
35862	554623	47	-9	2035	7	-23	-25	-507	206	153	11521
35863	554638	39	-11	2031	5	-24	-25	-512	202	162	11521
35864	554656	40	-10	2033	6	-24	-25	-512	203	167	11521
35865	554671	44	-14	2032	7	-24	-24	-512	206	164	11521
35866	554686	49	-10	2038	8	-24	-24	-512	213	167	11521
35867	554701	30	-14	2028	6	-23	-25	-506	204	172	11521
35868	554716	42	-15	2039	7	-24	-24	-509	214	171	11521
35869	554731	38	-18	2040	7	-24	-25	-510	209	166	11521
35870	554746	38	-8	2033	7	-22	-25	-508	212	144	11521
35871	554764	44	-11	2039	6	-22	-24	-512	208	162	11521
35872	554779	35	-13	2027	8	-22	-25	-509	205	173	11521
35873	554794	36	-6	2031	7	-24	-25	-507	208	155	11521
35874	554809	48	-7	2034	8	-23	-24	-518	204	169	11521
35875	554824	46	-4	2033	7	-22	-24	-515	202	161	11521
35876	554839	40	-10	2033	8	-22	-24	-514	195	159	11521
35877	554854	49	-9	2037	7	-21	-24	-507	200	166	11521
35878	554872	36	-11	2031	8	-22	-25	-524	201	163	11521
35879	554887	38	-17	2035	7	-24	-24	-505	200	149	11521
35880	554902	37	-17	2031	8	-22	-25	-508	209	161	11521
35881	554917	39	-8	2034	6	-23	-25	-502	208	154	11521
35882	554932	37	-9	2028	7	-23	-24	-505	204	165	11521
35883	554947	42	-9	2030	7	-23	-24	-516	203	167	11521
35884	554962	38	-11	2032	8	-24	-25	-516	199	161	11521
35885	554980	42	-15	2037	5	-23	-25	-514	203	173	11521
35886	554995	39	-10	2033	6	-23	-25	-516	204	178	11521
35887	555010	50	-6	2042	8	-22	-25	-522	198	166	11521
35888	555025	33	-15	2026	6	-23	-24	-517	204	175	11521
35889	555040	34	-15	2021	8	-22	-24	-509	203	161	11521
35890	555055	35	-10	2034	8	-22	-25	-509	203	161	11521
35891	555070	39	-10	2030	7	-21	-25	-512	211	163	11521
35892	555088	46	-6	2039	7	-23	-24	-505	208	159	11521
35893	555103	42	-15	2034	7	-21	-25	-513	207	163	11521
35894	555118	49	-9	2042	8	-23	-24	-508	204	165	11521
35895	555133	40	-10	2033	8	-22	-25	-512	203	164	11521
35896	555148	42	-11	2035	7	-24	-24	-514	203	161	11521
35897	555163	41	-10	2031	7	-23	-26	-500	203	166	11521
35898	555178	38	-6	2031	7	-23	-25	-506	208	161	11521
35899	555196	34	-21	2035	7	-22	-26	-514	204	162	11521
35900	555211	33	-12	2027	6	-23	-27	-504	201	156	11521
35901	555226	43	-15	2039	7	-22	-25	-503	201	166	11521
35902	555241	37	-9	2034	8	-21	-26	-510	204	165	11521
35903	555256	46	-18	2031	7	-22	-25	-512	208	157	11521
35904	555271	35	-9	2027	7	-22	-25	-506	204	158	11521
35905	555286	43	-15	2036	7	-22	-25	-507	198	158	11521
35906	555304	37	-12	2033	7	-21	-25	-511	199	162	11521
35907	555319	36	-23	2040	6	-22	-25	-519	201	155	11521
35908	555334	35	-15	2031	9	-24	-25	-507	204	166	11521
35909	555349	39	-5	2033	7	-23	-25	-517	207	170	11521
35910	555364	41	-7	2031	7	-23	-25	-518	201	172	11521
35911	555379	40	-11	2033	8	-21	-24	-519	204	168	11521
35912	555394	35	-14	2030	9	-22	-25	-516	199	167	11521
35913	555412	36	-14	2020	7	-22	-25	-512	207	158	11521
35914	555427	47	-12	2044	8	-22	-24	-515	196	170	11521
35915	555442	37	-10	2029	7	-22	-25	-517	204	169	11521
35916	555457	45	-9	2034	6	-21	-24	-507	199	174	11521
35917	555472	37	-12	2031	6	-21	-24	-521	210	168	11521
35918	555487	30	-9	2032	6	-23	-25	-517	205	159	11521
35919	555502	39	-17	2034	7	-24	-24	-509	204	168	11521
35920	555520	37	-10	2028	7	-24	-25	-515	201	163	11521
35921	555535	37	-8	2031	7	-23	-24	-523	212	162	11521
35922	555550	38	-5	2034	8	-23	-24	-509	206	156	11521
35923	555565	38	-20	2026	9	-24	-25	-509	201	171	11521
35924	555580	34	-7	2038	8	-22	-24	-506	204	173	11521
35925	555595	44	-10	2030	8	-23	-24	-514	206	161	11521
35926	555610	43	-4	2031	7	-22	-25	-504	200	167	11521
35927	555628	46	-10	2044	7	-21	-24	-519	207	170	11521
35928	555643	39	-13	2035	7	-22	-25	-516	210	167	11521
35929	555658	40	-8	2034	9	-21	-25	-512	200	158	11521
35930	555673	45	-17	2033	6	-24	-25	-516	201	169	11521
35931	555688	34	-11	2027	6	-23	-25	-500	203	170	11521
35932	555703	36	-12	2022	7	-23	-24	-509	194	164	11521
35933	555718	31	-12	2029	7	-23	-25	-501	195	159	11521
