Время	X	Y	Z
0.0	-0.0006271167076192796	0.0003195273457095027	-0.14147871732711792
0.0	-0.000630234251730144	0.00026539387181401253	-0.14143699407577515
0.0	-0.0006297744112089276	0.0002640410966705531	-0.1414351612329483
0.0	-0.00062957574846223	0.0002635013952385634	-0.1414344161748886
0.0	-0.0006290138699114323	0.00026362627977505326	-0.1414335072040558
0.0	-0.0006288018194027245	0.00026367197278887033	-0.14143317937850952
0.0	-0.0006287556025199592	0.00026370803243480623	-0.14143311977386475
0.0	-0.0006281433743424714	0.00026427500415593386	-0.14143246412277222
0.0	-0.0006280789384618402	0.0002643328334670514	-0.14143238961696625
0.0	-0.0006271706079132855	0.0002651400864124298	-0.14143139123916626
0.0	-0.0006266888813115656	0.000265633687376976	-0.14143091440200806
0.0	-0.0006265948759391904	0.0002657506847754121	-0.1414308398962021
0.0	-0.0006252439343370497	0.0002680651959963143	-0.14143021404743195
0.0	-0.0006243380485102534	0.0002695258008316159	0.026868032291531563
0.0	-0.0006211940199136734	0.0002747344260569662	0.026869527995586395
0.0	-0.0006200119969435036	0.0002766723628155887	0.02687007747590542
0.0	-0.0006163795478641987	0.0002826392592396587	0.026871664449572563
0.0	-0.0006127349333837628	0.00028848310466855764	0.026873229071497917
0.0	-0.0006110506947152317	0.000291208503767848	0.026873886585235596
0.0	-0.0006107348017394543	0.0002917203528340906	0.026874005794525146
0.0	-0.0006058290600776672	0.0002997172123286873	0.0268756914883852
0.0	-0.0006005263421684504	0.00030834547942504287	0.026877250522375107
0.0	-0.0005983186420053244	0.0003121444897260517	0.026877641677856445
0.0	-0.0005979498964734375	0.0003127767122350633	0.3634813725948334
0.0	-0.0005914719076827168	0.00032322376500815153	0.363482803106308
0.0	-0.0005854587652720511	0.0003322613483760506	0.36348435282707214
0.0	-0.0005844853585585952	0.00033875182271003723	0.3634800314903259
0.0	-0.0005806544213555753	0.00035319977905601263	0.36347246170043945
0.0	-0.0005788513808511198	0.0003589714760892093	0.3634696304798126
0.0	-0.0005782690714113414	0.0003602468059398234	0.36346930265426636
0.0	-0.0005705087096430361	0.0003766619774978608	0.3634648323059082
0.0	-0.0005651048850268126	0.0003856036637444049	0.3634638786315918
0.0	-0.000552837154828012	0.00040431346860714257	0.36346235871315
0.0	-0.0005375799955800176	0.0004243165603838861	0.3634624481201172
0.0	-0.0005364217795431614	0.000425818347139284	0.3634623885154724
0.0	-0.0005294096190482378	0.0004347543581388891	0.36346209049224854
0.0	-0.0005142423906363547	0.00045551598304882646	0.3634582757949829
0.0	-0.0005085585289634764	0.0004640293773263693	0.3634553849697113
0.0	-0.000507425400428474	0.00046584039228037	0.3634546101093292
0.0	-0.0004888219991698861	0.0004941849620081484	0.36344173550605774
0.0	-0.00048301045899279416	0.0005031689070165157	0.36343666911125183
0.0	-0.0004817446751985699	0.0005050379550084472	0.36343565583229065
0.0	-0.0004649070033337921	0.0005288133979775012	0.36342206597328186
0.0	-0.00046344820293597877	0.0005307013634592295	0.3634210228919983
0.0	-0.0004392240953166038	0.0005581464502029121	0.36340779066085815
0.0	-0.00042870623292401433	0.0005694663268513978	0.3634016215801239
0.0	-0.0003918738220818341	0.0005987414624541998	0.36339467763900757
0.0	-0.0003429600619710982	0.0006278875516727567	-0.12687194347381592
0.0	-0.0003018603892996907	0.0006489593652077019	-0.12687265872955322
0.0	-0.000284404493868351	0.0006571708363480866	-0.12687352299690247
0.0	-0.0002815701300278306	0.0006584786460734904	-0.12687373161315918
0.0	-0.0002415052440483123	0.0006757234805263579	-0.12687738239765167
0.0	-0.0002251375262858346	0.0006823003641329706	-0.1268797218799591
0.0	-0.00018803199054673314	0.0006966661894693971	-0.1268879622220993
0.0	-0.00017328230023849756	0.0007018748437985778	-0.126891627907753
0.0	-0.00014121868298389018	0.0007121491944417357	-0.12690018117427826
0.0	-0.00012994458666071296	0.000715418835170567	-0.12690335512161255
0.0	-0.00012769091699738055	0.0007161186076700687	-0.1269041895866394
0.0	-0.00010754182585515082	0.0007222106796689332	0.2209952473640442
0.0	-9.415828390046954e-05	0.0007257955730892718	0.22099007666110992
0.0	-6.602377106901258e-05	0.0007318796124309301	0.22098074853420258
0.0	-5.359142960514873e-05	0.0007337129209190607	0.22097811102867126
0.0	-5.1060465921182185e-05	0.0007339821895584464	0.22097782790660858
0.0	-1.5630756024620496e-05	0.0007368999067693949	0.22097352147102356
0.0	-1.1241103266002028e-06	0.0007373745902441442	0.22097247838974
0.0	3.422677764319815e-05	0.0007370770908892155	0.22097082436084747
0.0	4.575577622745186e-05	0.0007365067140199244	0.22097063064575195
0.0	6.266414129640907e-05	0.0007340335287153721	0.22097471356391907
0.0	7.486487447749823e-05	0.0007307215128093958	0.22098171710968018
0.0	8.040585089474916e-05	0.0007284697494469583	0.22098693251609802
0.0	9.212167060468346e-05	0.0007213581702671945	0.2210039496421814
0.0	0.00010312098311260343	0.0007145639974623919	0.22101859748363495
0.0	0.00010384738561697304	0.000714154215529561	0.2210194170475006
0.0	0.00011448261648183689	0.0007087119156494737	0.2210293561220169
0.0	0.00011911170440725982	0.0007064504898153245	0.22103314101696014
0.0	0.00011995365639450029	0.0007060648640617728	0.2210337519645691
0.0	0.0001321336458204314	0.0007006564410403371	0.2210416942834854
0.0	0.0001377987500745803	0.0006984621286392212	0.22104433178901672
0.0	0.00015252901357598603	0.0006931895622983575	0.22104951739311218
0.0	0.00015850414638407528	0.0006911992095410824	0.22105102241039276
0.0	0.00017110833141487092	0.0006872921367175877	-0.10157669335603714
0.0	0.00017370504792779684	0.0006865801406092942	-0.1015765517950058
0.0	0.00018537630967330188	0.0006836851825937629	-0.10157692432403564
0.0	0.0001889536652015522	0.0006826435565017164	-0.1015767902135849
0.0	0.00019834241538774222	0.0006799788679927588	-0.1015767976641655
0.0	0.0002073954528896138	0.000679159362334758	-0.10158107429742813
0.0	0.0002106211759382859	0.0006787480670027435	-0.10158240795135498
0.0	0.00021129497326910496	0.0006786904414184391	-0.10158275812864304
0.0	0.00022079041809774935	0.0006776197697035968	-0.10158728063106537
0.0	0.00022594274196308106	0.0006766915903426707	-0.10158908367156982
0.0	0.00023305474314838648	0.0006719825323671103	-0.10158378630876541
0.0	0.000235116109251976	0.0006699682562611997	-0.0909375548362732
0.0	0.00023634421813767403	0.0006682573584839702	-0.09093469381332397
0.0	0.00024034528178162873	0.0006625195383094251	-0.09092529118061066
0.0	0.00024278389173559844	0.0006594835431315005	-0.09092074632644653
0.0	0.00024534290423616767	0.0006528907688334584	-0.09090916812419891
0.0	0.0002472976630087942	0.0006470158114098012	-0.09089907258749008
0.0	0.00024896225659176707	0.0006448283675126731	-0.0908961072564125
0.0	0.00025367303169332445	0.0006430514622479677	-0.09089622646570206
0.0	0.00025541233480907977	0.0006429897039197385	-0.09089741855859756
0.0	0.0002557895495556295	0.0006430614157579839	-0.09089784324169159
0.0	0.0002618904400151223	0.0006440563010983169	-0.09090449661016464
0.0	0.0002643332991283387	0.0006446961197070777	-0.09090770781040192
0.0	0.00027208399842493236	0.000645300664473325	-0.09091534465551376
0.0	0.00027862281422130764	0.0006450304063037038	-0.09092047810554504
0.0	0.00028149952413514256	0.0006444573518820107	-0.09092186391353607
0.0	0.0002819449582602829	0.0006443565944209695	-0.09092205762863159
0.0	0.00028818490682169795	0.0006428720662370324	-0.0909247025847435
0.0	0.0002877693041227758	0.0006408452172763646	-0.09092015773057938
0.0	0.0002876636863220483	0.0006403308943845332	-0.09091901779174805
0.0	0.0002874625788535923	0.0006402208236977458	-0.09091860800981522
0.0	0.00028310014749877155	0.0006385278538800776	-0.09091132879257202
0.0	0.00028092123102396727	0.0006382528226822615	-0.09090889990329742
0.0	0.000275021797278896	0.0006321467226371169	-0.09089238196611404
0.0	0.00027366631547920406	0.0006291188765317202	0.018873851746320724
0.0	0.0002706068044062704	0.0006217139307409525	0.0188891738653183
0.0	0.00026873545721173286	0.0006176229799166322	0.01889742538332939
0.0	0.00026784552028402686	0.0006158825126476586	0.018900930881500244
0.0	0.0002678271848708391	0.0006157254101708531	0.018901200965046883
0.0	0.0002695067669264972	0.0006145058432593942	0.018901994451880455
0.0	0.00027264238451607525	0.0006131401751190424	0.018901962786912918
0.0	0.0002739741757977754	0.0006124931387603283	0.018902050331234932
0.0	0.0002742501674219966	0.0006123515195213258	0.01890207827091217
0.0	0.0002778317721094936	0.0006104635540395975	0.01890251785516739
0.0	0.0002799642679747194	0.0006097155855968595	0.01890215091407299
0.0	0.0002871918259188533	0.0006108590168878436	0.07743373513221741
0.0	0.00029235423426143825	0.0006120001780800521	0.07742775976657867
0.0	0.0002938771212939173	0.0006123790517449379	0.07742588967084885
0.0	0.00029409994021989405	0.0006124416249804199	0.07742559909820557
0.0	0.00029702598112635314	0.0006132006528787315	0.07742190361022949
0.0	0.00029813568107783794	0.0006130452384240925	0.07742124795913696
0.0	0.0003035863919649273	0.0006153713329695165	0.07741256058216095
0.0	0.00031005500932224095	0.0006179463234730065	0.07740215957164764
0.0	0.0003125442599412054	0.0006191779393702745	0.07739758491516113
0.0	0.00031308934558182955	0.0006193870794959366	0.0773966833949089
0.0	0.0003193480661138892	0.0006231334409676492	0.07738348841667175
0.0	0.0003221492515876889	0.0006245046388357878	0.07737795263528824
0.0	0.00032434973400086164	0.0006256973138079047	0.07737328112125397
0.0	0.0003334599023219198	0.0006311606848612428	0.07735174894332886
0.0	0.0003362404531799257	0.0006324664573185146	0.0773455873131752
0.0	0.00033676347811706364	0.0006328125018626451	0.07734417915344238
0.0	0.00034314225194975734	0.000637986115179956	0.07732399553060532
0.0	0.0003435494436416775	0.0006384275620803237	0.07732236385345459
0.0	0.00034880335442721844	0.0006437987904064357	0.07730114459991455
0.0	0.0003506516513880342	0.000646699161734432	0.07729028165340424
0.0	0.00035200596903450787	0.0006527775549329817	0.07726981490850449
0.0	0.00034390308428555727	0.0006590273696929216	0.07726350426673889
0.0	0.0003406309406273067	0.000661468249745667	0.07726103067398071
0.0	0.0003218473575543612	0.0006703457911498845	0.25022047758102417
0.0	0.00031198939541354775	0.0006748235900886357	0.25022104382514954
0.0	0.00030703877564519644	0.0006770314648747444	0.25022125244140625
0.0	0.00030947953928261995	0.0006758951349183917	0.2502213418483734
0.0	0.00031035402207635343	0.0006754849455319345	0.2502213716506958
0.0	0.00031088024843484163	0.0006752305198460817	0.2502214014530182
0.0	0.0003205343091394752	0.0006706392159685493	0.2502216100692749
0.0	0.00032640123390592635	0.0006678643985651433	0.2502214014530182
0.0	0.0003378525434527546	0.0006623878143727779	0.2502205967903137
0.0	0.00034765570308081806	0.0006575779989361763	0.2502196729183197
0.0	0.0003492566174827516	0.0006567916134372354	0.250219464302063
0.0	0.0003508517111185938	0.0006560998735949397	0.25021892786026
0.0	0.0003558341122698039	0.0006554988794960082	0.2502118647098541
0.0	0.0003584965306799859	0.0006551035330630839	0.25020819902420044
0.0	0.0003685764968395233	0.0006499839364551008	0.25020647048950195
0.0	0.0003726436698343605	0.0006477871793322265	0.25020602345466614
0.0	0.00038311578100547194	0.0006417446420527995	0.2502056956291199
0.0	0.00039197338628582656	0.0006347962189465761	0.25021106004714966
0.0	0.0003975701692979783	0.0006298551452346146	0.2502158284187317
0.0	0.00040993053698912263	0.000617930490989238	0.25022804737091064
0.0	0.0004250162746757269	0.0006031811935827136	0.11719600856304169
0.0	0.0004406279476825148	0.0005917732487432659	0.11719627678394318
0.0	0.00044608692405745387	0.0005875970236957073	0.1171964704990387
0.0	0.0004473006702028215	0.0005868558655492961	0.1171959787607193
0.0	0.0004634737269952893	0.0005780546925961971	0.11718551069498062
0.0	0.00047203063149936497	0.0005730990669690073	0.11717992275953293
0.0	0.0004909585113637149	0.0005618917057290673	0.11716587096452713
0.0	0.000497592962346971	0.0005577020929194987	0.1171608567237854
0.0	0.0004989714943803847	0.0005567793268710375	0.11715991795063019
0.0	0.0005167564959265292	0.0005436138599179685	0.11714986711740494
0.0	0.0005256558069959283	0.0005356065230444074	0.1171480193734169
0.0	0.0005356892943382263	0.0005250876420177519	0.3519746959209442
0.0	0.0005419006338343024	0.0005182410241104662	0.3519759774208069
0.0	0.0005537864053621888	0.0005039383540861309	0.3519805371761322
0.0	0.000560049491468817	0.0004961010999977589	0.3519829213619232
0.0	0.000569704279769212	0.0004836543812416494	0.35198643803596497
0.0	0.0005737871397286654	0.00047822532360441983	0.35198795795440674
0.0	0.0005744645022787154	0.00047740538138896227	0.35198795795440674
0.0	0.0005862863617949188	0.00046394471428357065	0.3519850969314575
0.0	0.0005909582832828164	0.0004578342486638576	0.35198548436164856
0.0	0.0006034132675267756	0.0004405960498843342	0.3519871234893799
0.0	0.0006165108061395586	0.00042013582424260676	0.3519915044307709
0.0	0.0006201792857609689	0.0004140530654694885	0.3519929051399231
0.0	0.0006237920024432242	0.0004079313075635582	0.3519943058490753
0.0	0.0006368514150381088	0.0003839390119537711	0.35200080275535583
0.0	0.0006496122223325074	0.00035811931593343616	0.35200759768486023
0.0	0.0006547403754666448	0.00034689836320467293	0.3520105481147766
0.0	0.0006555797881446779	0.0003450463409535587	0.35201096534729004
0.0	0.000666594656649977	0.0003199086640961468	0.35201606154441833
0.0	0.000670997251290828	0.00030901236459612846	0.3520182967185974
0.0	0.0006799219409003854	0.00028625898994505405	0.352021723985672
0.0	0.0006820358103141189	0.0002807607233989984	0.352022260427475
0.0	0.0006823827279731631	0.00027991936076432467	0.352022260427475
0.0	0.0006864587194286287	0.0002694901486393064	0.35202258825302124
0.0	0.0006867125048302114	0.00026879296638071537	0.07063218951225281
0.0	0.0006907899514771998	0.0002564548631198704	0.0706341415643692
0.0	0.0006910926895216107	0.00025548410485498607	0.07063432037830353
0.0	0.00069520523538813	0.0002418105723336339	0.07063677161931992
0.0	0.0006966584478504956	0.0002355114702368155	0.07063894718885422
0.0	0.0007012815331108868	0.00021634704899042845	0.07064373046159744
0.0	0.000704771198797971	0.00019863103807438165	0.07064893841743469
0.0	0.0007058877381496131	0.00019241712288931012	0.07065073400735855
0.0	0.0007061029318720102	0.00019124170648865402	0.07065103948116302
0.0	0.0007086655241437256	0.000175941560883075	0.07065516710281372
0.0	0.000709760410245508	0.00016845951904542744	0.07065726071596146
0.0	0.0007113515166565776	0.00015546758368145674	0.07066119462251663
0.0	0.0007117294589988887	0.00015097888535819948	0.25825566053390503
0.0	0.000712434237357229	0.00014053557242732495	0.25825968384742737
0.0	0.000712619861587882	0.00013646540173795074	0.25826138257980347
0.0	0.0007126496057026088	0.00013586004206445068	0.25826162099838257
0.0	0.000712973705958575	0.00012740466627292335	0.25826501846313477
0.0	0.0007126990822143853	0.00012023837916785851	0.25826913118362427
0.0	0.0007123440154828131	0.00011847123823827133	0.25827088952064514
0.0	0.0007121970993466675	0.00011821327643701807	0.25827139616012573
0.0	0.0007102279923856258	0.0001149112795246765	0.2582780122756958
0.0	0.0007085718680173159	0.00011274778080405667	0.2582831382751465
0.0	0.0007060825591906905	0.00010689703049138188	0.258291631937027
0.0	0.0007052895962260664	0.00010482302604941651	0.25829434394836426
0.0	0.0007047151448205113	0.0001033317093970254	0.25829628109931946
0.0	0.0007013662252575159	9.523810149403289e-05	0.2583068907260895
0.0	0.000697110197506845	8.645455091027543e-05	0.2583191394805908
0.0	0.0006950019742362201	8.272044215118513e-05	0.2583247423171997
0.0	0.0006897574639879167	7.471253047697246e-05	0.2583377957344055
0.0	0.0006853733793832362	6.746363214915618e-05	0.2583481967449188
0.0	0.0006830013007856905	6.339971878333017e-05	0.25835365056991577
0.0	0.0006793845677748322	5.790875729871914e-05	0.2583615779876709
0.0	0.0006778546958230436	5.566670006373897e-05	0.25836482644081116
0.0	0.0006776973023079336	5.533295916393399e-05	0.3062617778778076
0.0	0.0006747822044417262	4.9403399316361174e-05	0.30626803636550903
0.0	0.0006735619972459972	4.616535079549067e-05	0.30627068877220154
0.0	0.0006731458706781268	4.503080708673224e-05	0.30627158284187317
0.0	0.0006730977329425514	4.480059942579828e-05	0.3062717020511627
0.0	0.0006725976127199829	4.157414150540717e-05	0.3062729835510254
0.0	0.0006722456892021	3.974780338467099e-05	0.30627381801605225
0.0	0.000671697489451617	3.594966256059706e-05	0.3062751889228821
0.0	0.0006718914955854416	3.293159170425497e-05	0.3062751293182373
0.0	0.0006719668745063245	3.1800547731108963e-05	0.3062750995159149
0.0	0.0006731595494784415	3.0271443392848596e-05	0.30627307295799255
0.0	0.0006735078059136868	2.9672297387151048e-05	0.1319832056760788
0.0	0.0006743634003214538	2.8164167815702967e-05	0.1319817751646042
0.0	0.000674850307404995	2.7720685466192663e-05	0.13198091089725494
0.0	0.0006765358848497272	2.712310742936097e-05	0.1319778710603714
0.0	0.0006784993456676602	2.5919945983332582e-05	0.13197429478168488
0.0	0.0006791392806917429	2.550809585954994e-05	0.13197313249111176
0.0	0.0006792375352233648	2.5404679036000744e-05	0.13197295367717743
0.0	0.0006796042434871197	2.4026750907069072e-05	0.13197235763072968
0.0	0.00067966926144436	2.3936014258651994e-05	0.13197223842144012
0.0	0.0006805692100897431	2.2662286937702447e-05	0.13197061419487
0.0	0.0006813035579398274	2.236152795376256e-05	0.13196924328804016
0.0	0.0006856986437924206	2.3726550352876075e-05	0.1319606453180313
0.0	0.0006859746063128114	2.386718915659003e-05	0.13196009397506714
0.0	0.0006897745188325644	2.584351022960618e-05	0.13195236027240753
0.0	0.0006916314014233649	2.735855377977714e-05	0.13194845616817474
0.0	0.0006963547202758491	3.3726057154126465e-05	0.13193798065185547
0.0	0.0006984340725466609	3.793119321926497e-05	0.1319330334663391
0.0	0.0006988018867559731	3.889238359988667e-05	0.1319321244955063
0.0	0.0007040829514153302	5.716878149542026e-05	0.13191747665405273
0.0	0.0007060967036522925	9.125303040491417e-05	0.13190427422523499
0.0	0.0007062921649776399	0.00010300998837919906	0.1318998634815216
0.0	0.0007037239847704768	0.00013079438940621912	0.2063998132944107
0.0	0.0007035400485619903	0.00013211857003625482	0.20639966428279877
0.0	0.0007011400302872062	0.00014683313202112913	0.2063983678817749
0.0	0.0006996638257987797	0.00015475401596631855	0.20639778673648834
0.0	0.0006975038559176028	0.00016472500283271074	0.20639748871326447
0.0	0.000696783943567425	0.00016784894978627563	0.2063974291086197
0.0	0.0006966590881347656	0.00016837107250466943	0.2063974291086197
0.0	0.000695795810315758	0.00017352857685182244	0.2063964307308197
0.0	0.0006956771831028163	0.0001752255338942632	0.20639565587043762
0.0	0.0006956805591471493	0.00017547507013659924	0.2063954919576645
0.0	0.0006956831784918904	0.00017899931117426604	0.20639324188232422
