Номер пакета	Время	acc_X	acc_Y	acc_Z	gyro_X	gyro_Y	gyro_Z	mag_X	mag_Y	mag_Z	Лидар
448	4741	156	-449	2059	-109	139	-281	408	-273	808	20
449	4742	138	-495	2078	-271	186	-335	407	-274	803	20
450	4756	131	-617	2109	-426	245	-397	412	-260	810	20
451	4760	131	-617	2109	-426	245	-397	412	-260	810	20
452	4774	156	-739	2155	-547	295	-503	410	-242	817	20
453	4779	138	-782	2145	-606	335	-648	410	-242	817	20
454	4780	98	-760	2157	-645	393	-780	412	-238	816	20
455	4796	98	-760	2157	-645	393	-780	412	-238	816	20
456	4801	71	-749	2193	-693	476	-848	425	-234	812	20
457	4802	-53	-694	2272	-737	568	-881	425	-234	812	20
458	4816	-53	-694	2272	-737	568	-881	433	-218	822	20
459	4816	-71	-756	2334	-744	648	-854	436	-201	813	20
460	4830	-90	-885	2363	-775	677	-805	436	-201	813	20
461	4836	-90	-885	2363	-775	677	-805	436	-201	813	20
462	4837	-133	-945	2353	-800	681	-854	450	-190	822	20
463	4851	-180	-956	2347	-791	694	-957	454	-172	822	20
464	4857	-170	-958	2356	-789	698	-1053	454	-172	822	20
465	4858	-150	-849	2434	-847	663	-1166	464	-150	830	20
466	4876	-82	-666	2533	-880	550	-1244	459	-139	846	20
467	4876	-82	-666	2533	-880	550	-1244	459	-139	846	20
468	4890	-15	-539	2506	-810	340	-1216	459	-126	836	20
469	4896	175	-580	2230	-639	131	-1128	459	-126	836	20
470	4897	168	-534	2048	-330	130	-1046	462	-117	846	20
471	4911	168	-534	2048	-330	130	-1046	462	-117	846	20
472	4917	86	-471	1973	-124	211	-971	466	-110	846	20
473	4917	-8	-444	1942	-215	300	-845	466	-110	846	20
474	4931	-8	-444	1942	-215	300	-845	465	-103	841	20
475	4931	-145	-479	1982	-468	443	-682	465	-103	841	20
476	4945	-250	-584	2049	-675	617	-532	466	-93	857	20
477	4951	-250	-584	2049	-675	617	-532	466	-93	857	20
478	4952	-384	-637	2135	-793	742	-426	472	-82	856	20
479	4966	-509	-720	2141	-843	755	-357	480	-70	870	20
480	4966	-585	-808	2171	-838	697	-338	480	-70	870	20
481	4972	-640	-909	2207	-798	573	-385	496	-58	868	20
482	4988	-640	-909	2207	-798	573	-385	496	-58	868	20
483	4994	-637	-935	2248	-733	364	-502	492	-53	872	20
484	4994	-606	-878	2242	-657	52	-654	492	-53	872	20
485	5009	-606	-878	2242	-657	52	-654	502	-35	889	20
486	5009	-495	-806	2145	-559	-345	-795	481	-28	877	20
487	5023	-368	-733	2119	-353	-707	-882	481	-28	877	20
488	5029	-368	-733	2119	-2	-997	-950	481	-28	877	20
489	5030	-215	-671	2102	-2	-997	-950	472	-18	872	20
490	5044	-374	-263	1970	376	-1261	-948	447	-28	861	20
491	5044	-31	-546	1706	642	-1411	-671	447	-28	861	20
492	5058	-31	-546	1706	642	-1463	-468	437	-21	843	20
493	5064	211	-719	1478	731	-1463	-468	437	-21	843	20
494	5065	381	-838	1315	838	-1409	-484	404	-31	836	20
495	5082	385	-839	1233	908	-1164	-633	389	-35	834	20
496	5082	319	-798	1170	933	-787	-770	389	-35	834	20
497	5096	319	-798	1170	933	-787	-770	383	-39	826	20
498	5101	213	-649	1180	892	-377	-810	383	-39	826	20
499	5102	124	-596	1273	732	-14	-749	381	-42	832	20
500	5114	124	-596	1273	732	-14	-749	381	-42	832	20
501	5120	84	-668	1451	516	305	-653	383	-42	826	20
502	5120	-42	-648	1678	327	544	-664	383	-42	826	20
503	5134	-42	-648	1678	327	544	-664	395	-41	825	20
504	5141	-144	-673	1884	171	638	-718	395	-41	825	20
505	5141	-146	-686	2079	63	580	-796	396	-34	838	20
506	5155	-143	-668	2217	69	414	-938	396	-34	838	20
507	5155	-143	-668	2217	69	414	-938	400	-29	832	20
508	5169	-234	-578	2423	155	50	-1102	400	-29	832	20
509	5173	-230	-454	2271	313	-442	-1209	390	-26	833	20
510	5177	-115	-419	2181	567	-704	-1211	374	-29	827	20
511	5191	-115	-419	2181	567	-704	-1211	374	-29	827	20
512	5196	-33	-455	1938	701	-981	-1214	374	-29	831	20
513	5197	59	-387	1741	758	-1110	-1240	349	-43	831	20
514	5213	162	-387	1513	795	-994	-1226	337	-37	820	20
515	5218	162	-387	1513	795	-994	-1226	337	-37	820	20
516	5219	270	-286	1416	750	-786	-1177	318	-34	807	20
517	5233	401	-289	1239	575	-601	-1088	318	-34	807	20
518	5234	488	-355	1225	308	-371	-1036	316	-37	794	20
519	5248	488	-355	1225	308	-371	-1036	316	-37	794	20
520	5254	452	-367	1263	7	-112	-1068	304	-38	801	20
521	5254	387	-313	1347	-224	151	-1127	310	-35	802	20
522	5268	387	-313	1347	-224	151	-1127	310	-35	802	20
523	5268	53	46	2122	-363	484	-963	307	-29	808	20
524	5287	53	46	2122	-363	484	-963	317	-22	803	20
525	5287	-2	-36	2177	15	426	-642	317	-22	803	20
526	5301	-81	67	2146	364	263	-433	310	-20	800	20
527	5307	-81	67	2146	364	263	-433	310	-20	800	20
528	5308	-15	30	2005	597	36	-184	308	-24	792	20
529	5322	117	-86	1791	725	-133	142	308	-24	792	20
530	5328	309	-368	1708	755	-220	403	315	-40	791	20
531	5328	309	-368	1708	755	-220	403	315	-40	791	20
532	5343	440	-456	1646	799	-294	433	309	-51	790	20
533	5349	550	-496	1541	907	-334	350	309	-51	790	20
534	5349	546	-629	1410	998	-262	216	304	-63	781	20
535	5363	546	-629	1410	998	-262	216	304	-63	781	20
536	5368	429	-822	1211	1050	14	22	298	-76	787	20
537	5369	481	-1425	1005	761	538	-241	303	-80	778	20
538	5377	481	-1425	1005	761	538	-241	303	-80	778	20
539	5383	445	-1577	1492	-189	1090	-826	313	-72	802	20
540	5398	190	-1049	2038	-1196	1223	-1639	313	-72	802	20
541	5404	190	-1049	2038	-1196	1223	-1639	315	-45	808	20
542	5404	2	-287	2261	-1626	976	-2058	315	-45	808	20
543	5418	-85	90	2266	-1339	732	-1877	329	-22	814	20
544	5423	-85	90	2266	-1339	732	-1877	329	-22	814	20
545	5424	-15	-43	2338	-849	496	-1188	326	-9	809	20
546	5439	-15	-43	2338	-849	496	-1188	326	-9	809	20
547	5446	8	-121	2431	-731	342	-1077	318	14	821	20
548	5446	40	-241	2323	-561	133	-967	318	18	823	20
549	5460	40	-241	2323	-561	133	-967	318	18	823	20
550	5460	115	-385	2167	-423	-16	-874	314	28	821	20
551	5474	166	-437	2075	-356	-38	-849	314	28	821	20
552	5480	166	-437	2075	-356	-38	-849	312	36	831	20
553	5480	170	-576	1975	-410	87	-831	312	36	831	20
554	5497	170	-576	1975	-410	87	-831	319	42	825	20
555	5497	171	-580	1987	-443	233	-849	320	51	832	20
556	5513	172	-609	2069	-438	391	-881	320	51	832	20
557	5513	164	-698	2176	-371	488	-923	309	61	831	20
558	5526	164	-698	2176	-371	488	-923	309	61	831	20
559	5533	170	-746	2257	-286	500	-992	316	64	847	20
560	5533	214	-681	2348	-228	439	-1066	316	64	847	20
561	5547	214	-681	2348	-228	439	-1066	313	74	839	20
562	5552	264	-533	2403	-146	311	-1110	313	74	839	20
563	5553	320	-456	2331	-18	165	-1097	312	75	845	20
564	5565	320	-456	2331	-18	165	-1097	312	75	845	20
565	5571	335	-426	2175	39	72	-1039	310	85	846	20
566	5571	369	-538	2029	-58	76	-949	310	85	846	20
567	5586	369	-538	2029	-58	76	-949	302	86	841	20
568	5589	303	-790	1892	-206	184	-892	302	86	841	20
569	5593	181	-926	1912	-375	380	-911	312	92	854	20
570	5607	91	-1141	1940	-540	565	-917	312	92	854	20
571	5608	91	-1141	1940	-540	565	-917	309	103	861	20
572	5622	19	-1237	2006	-654	671	-982	310	114	862	20
573	5628	0	-1201	2078	-717	688	-1074	310	114	862	20
574	5629	20	-1070	2171	-718	623	-1122	305	127	875	20
575	5643	20	-1070	2171	-718	623	-1122	305	127	875	20
576	5649	119	-898	2236	-618	465	-1135	305	139	869	20
577	5649	209	-699	2192	-363	253	-1116	296	129	870	20
578	5667	281	-534	2075	159	121	-1029	296	129	870	20
579	5673	281	-534	2075	159	121	-1029	302	139	885	20
580	5674	209	-603	1958	668	-73	-856	302	139	885	20
581	5688	282	-851	1965	800	-419	-781	287	130	874	20
582	5688	182	-1041	1537	756	-282	-740	279	130	866	20
583	5705	229	-1410	1500	530	78	-699	279	130	866	20
584	5705	236	-1291	1748	201	379	-874	277	125	875	20
585	5719	236	-1291	1748	201	379	-874	277	125	875	20
586	5724	167	-1078	1834	31	531	-1090	278	132	875	20
587	5725	138	-943	1827	53	568	-1121	278	132	875	20
588	5740	138	-943	1827	53	568	-1121	270	139	867	20
589	5741	116	-876	1827	63	564	-1059	270	139	867	20
590	5754	73	-836	1788	61	543	-976	271	140	871	20
591	5761	73	-836	1788	61	511	-900	271	140	871	20
592	5761	57	-820	1771	70	511	-900	269	150	866	20
593	5770	-3	-773	1793	73	465	-848	271	144	870	20
594	5781	-22	-745	1808	100	389	-794	271	144	870	20
595	5782	-3	-732	1798	154	290	-772	267	140	867	20
596	5796	-3	-732	1798	154	290	-772	267	140	867	20
597	5797	22	-705	1753	220	165	-802	269	144	867	20
598	5803	29	-611	1703	263	43	-869	269	144	867	20
599	5816	29	-611	1703	263	43	-869	268	140	862	20
600	5821	106	-472	1660	268	-55	-923	268	140	862	20
601	5822	190	-371	1600	253	-133	-958	250	138	860	20
602	5835	190	-371	1600	253	-133	-958	250	138	860	20
603	5836	245	-257	1526	229	-182	-989	240	145	866	20
604	5850	290	-192	1448	143	-183	-975	240	145	866	20
605	5855	290	-192	1448	143	-183	-975	233	142	870	20
606	5856	326	-195	1409	12	-131	-927	233	142	870	20
607	5870	351	-218	1427	-118	-37	-880	228	152	864	20
608	5876	351	-218	1427	-118	-37	-880	228	152	864	20
609	5876	307	-271	1458	-255	185	-776	220	161	863	20
610	5892	307	-271	1458	-255	185	-776	218	172	866	20
611	5897	267	-310	1526	-306	309	-685	218	172	866	20
612	5898	260	-366	1574	-317	419	-594	218	171	872	20
613	5914	260	-366	1574	-317	419	-594	218	171	872	20
614	5915	234	-436	1621	-285	513	-516	222	175	876	20
615	5929	205	-510	1631	-268	572	-458	222	175	876	20
616	5935	182	-539	1687	-280	611	-401	223	189	882	20
617	5935	182	-539	1687	-280	611	-401	241	187	887	20
618	5949	174	-556	1770	-280	641	-344	241	187	887	20
619	5949	170	-560	1839	-247	625	-299	244	191	885	20
620	5964	209	-552	1860	-212	575	-291	244	191	885	20
621	5970	209	-552	1860	-212	575	-291	249	201	889	20
622	5970	265	-539	1848	-197	536	-315	249	201	889	20
623	5985	222	-494	1882	-207	516	-391	256	199	894	20
624	5991	222	-494	1882	-207	516	-391	256	199	894	20
625	5991	202	-454	1900	-214	525	-441	253	203	896	20
626	6006	464	-619	1807	-203	548	-500	263	203	902	20
627	6010	231	-618	1999	-280	472	-802	263	203	902	20
628	6024	68	-456	2083	-277	389	-1016	260	213	895	20
629	6029	68	-456	2083	-277	389	-1016	260	213	895	20
630	6030	78	-457	1892	-65	412	-908	258	214	898	20
631	6043	68	-513	1923	8	535	-693	258	214	898	20
632	6050	68	-543	2076	-23	581	-519	249	219	906	20
633	6050	30	-543	2076	-23	581	-519	249	219	906	20
634	6064	33	-560	2097	21	511	-415	259	219	904	20
635	6064	40	-607	2086	93	453	-341	257	220	896	20
636	6078	40	-607	2086	93	453	-341	257	220	896	20
637	6084	23	-597	2116	133	419	-301	257	220	896	20
638	6084	-43	-515	2111	169	373	-266	271	215	902	20
639	6098	-89	-473	2092	178	314	-191	278	218	900	20
640	6103	-89	-473	2092	178	314	-191	278	218	900	20
641	6104	-158	-463	2109	153	242	-109	284	217	908	20
642	6123	-159	-427	2132	128	158	-48	281	214	918	20
643	6123	-112	-423	2130	113	62	-39	281	214	918	20
644	6137	-84	-397	2152	106	-35	-115	279	210	900	20
645	6143	-84	-397	2152	106	-35	-115	279	210	900	20
646	6144	-68	-424	2141	113	-130	-248	277	213	903	20
647	6157	-77	-471	2160	100	-227	-405	277	213	903	20
648	6162	-77	-471	2160	100	-227	-405	285	210	913	20
649	6163	-44	-502	2177	92	-326	-522	285	210	913	20
650	6176	-90	-614	2196	62	-397	-562	267	216	908	20
651	6177	-24	-658	2267	22	-381	-442	267	216	908	20
652	6191	-24	-658	2267	22	-381	-442	265	215	904	20
653	6197	-11	-713	2210	37	-295	-368	265	215	904	20
654	6197	76	-685	2256	20	-87	-378	259	214	895	20
655	6211	76	-685	2256	20	-87	-378	259	214	895	20
656	6214	142	-615	2404	5	86	-355	259	206	904	20
657	6218	156	-599	2564	-51	196	-302	258	212	909	20
658	6234	79	-644	2431	-114	186	-240	258	212	909	20
659	6240	79	-644	2431	-114	186	-240	259	213	901	20
660	6241	-18	-709	2437	-154	203	-154	259	213	901	20
661	6255	-69	-842	2397	-170	240	-14	263	216	902	20
662	6255	-133	-992	2391	-146	298	110	263	216	902	20
663	6269	-133	-992	2391	-146	298	110	270	215	909	20
664	6275	-175	-1100	2368	-78	351	183	270	215	909	20
665	6276	-245	-1148	2283	37	370	205	276	217	911	20
666	6291	-338	-1116	2170	161	376	207	284	216	907	20
667	6291	-392	-1037	2083	274	381	235	284	216	907	20
668	6307	-392	-1037	2083	274	381	235	296	208	912	20
669	6313	-426	-912	2000	378	356	311	296	208	912	20
670	6314	-440	-784	1908	468	287	422	303	208	918	20
671	6331	-425	-594	1820	537	197	535	298	193	904	20
672	6331	-381	-394	1748	581	134	638	298	193	904	20
673	6345	-381	-394	1748	581	134	638	315	190	907	20
674	6351	-349	-195	1720	592	113	727	315	190	907	20
675	6351	-323	-34	1691	572	119	789	325	178	900	20
676	6366	-323	-34	1691	572	119	789	325	178	900	20
677	6372	-354	105	1658	520	141	789	333	167	889	20
678	6372	-371	200	1664	413	192	715	345	160	889	20
679	6387	-371	200	1664	266	189	604	345	160	889	20
680	6393	-379	242	1772	266	189	604	345	159	895	20
681	6393	-422	274	1842	107	98	488	344	159	895	20
682	6407	-506	208	1806	-58	-28	400	346	159	898	20
683	6407	-588	-80	1948	-320	-151	296	356	158	901	20
684	6431	-588	-80	1948	-320	-151	296	350	158	908	20
685	6432	-647	-240	1962	-399	-283	260	350	158	908	20
686	6446	-638	-409	2012	-467	-396	203	350	160	905	20
687	6453	-638	-409	2012	-467	-396	203	350	160	905	20
688	6453	-613	-545	2049	-519	-516	127	343	165	906	20
689	6467	-605	-674	2069	-544	-629	39	343	165	906	20
690	6472	-605	-674	2069	-544	-629	39	345	180	911	20
691	6473	-559	-793	2083	-533	-718	-42	345	180	911	20
692	6485	-534	-905	2017	-493	-781	-89	337	178	909	20
693	6491	-534	-905	2017	-493	-781	-89	337	178	909	20
694	6491	-473	-938	1975	-444	-796	-92	328	177	906	20
695	6506	-444	-889	1913	-392	-746	-50	328	177	906	20
696	6512	-444	-889	1913	-327	-633	39	324	186	906	20
697	6512	-381	-783	1883	-327	-633	39	324	186	906	20
698	6527	-359	-729	1912	-242	-516	168	315	187	922	20
699	6528	-354	-792	1926	-140	-435	309	308	194	909	20
700	6544	-346	-796	1854	-31	-379	400	308	194	909	20
701	6550	-346	-796	1854	-31	-379	400	315	185	899	20
702	6550	-349	-706	1785	68	-330	447	315	185	899	20
703	6564	-374	-622	1736	131	-294	491	322	186	915	20
704	6569	-374	-622	1736	131	-294	491	322	186	915	20
705	6570	-358	-490	1687	175	-269	545	311	176	908	20
706	6585	-358	-490	1687	175	-269	545	311	176	908	20
707	6592	-336	-411	1668	170	-295	524	313	172	913	20
708	6592	-299	-334	1650	155	-345	489	317	164	910	20
709	6606	-299	-334	1650	155	-345	489	317	164	910	20
710	6606	-244	-263	1618	131	-385	455	314	161	906	20
711	6620	-213	-227	1606	94	-414	419	314	161	906	20
712	6625	-168	-192	1581	50	-434	366	321	162	916	20
713	6628	-168	-192	1581	50	-434	366	321	162	916	20
714	6642	-131	-152	1587	-12	-438	298	312	161	907	20
715	6642	-111	-142	1613	-85	-437	217	318	156	915	20
716	6656	-111	-142	1613	-85	-437	217	318	156	915	20
717	6661	-105	-155	1639	-130	-441	146	318	156	915	20
718	6662	-135	-260	1638	-153	-430	101	321	162	908	20
719	6675	-135	-260	1638	-146	-388	67	321	162	908	20
720	6682	-184	-357	1644	-146	-388	67	309	165	903	20
721	6682	-228	-395	1689	-121	-320	58	311	165	906	20
722	6697	-253	-478	1743	-99	-250	77	311	165	906	20
723	6704	-253	-478	1743	-99	-250	77	304	172	899	20
724	6704	-287	-481	1840	-85	-247	113	304	172	899	20
725	6718	-291	-500	1822	-71	-334	168	299	163	914	20
726	6718	-232	-514	1865	-99	-409	223	302	164	912	20
727	6734	-183	-521	1895	-119	-464	258	302	164	912	20
728	6735	-122	-507	1964	-140	-515	293	302	168	913	20
729	6749	-122	-507	1964	-140	-515	293	302	168	913	20
730	6755	-79	-564	1958	-174	-582	359	301	163	919	20
731	6755	-58	-664	1936	-187	-611	415	293	173	915	20
732	6772	-46	-741	1927	-168	-559	415	293	173	915	20
733	6773	-46	-741	1927	-168	-559	415	291	175	913	20
734	6786	-64	-740	1934	-114	-442	377	291	175	913	20
735	6793	-111	-690	1941	-51	-293	329	291	176	922	20
736	6793	-157	-630	1977	0	-151	303	291	176	922	20
737	6807	-157	-630	1977	0	-151	303	301	176	920	20
738	6813	-172	-542	2013	19	-65	305	301	176	920	20
739	6813	-196	-509	2068	10	-63	322	297	169	928	20
740	6826	-196	-509	2068	10	-63	322	297	169	928	20
741	6830	-195	-473	2129	-22	-141	331	304	165	920	20
742	6844	-187	-463	2172	-66	-290	321	301	165	920	20
743	6849	-163	-443	2244	-115	-468	316	301	165	920	20
744	6850	-163	-443	2244	-115	-468	316	302	164	918	20
745	6864	-111	-454	2273	-157	-640	305	302	164	918	20
746	6870	-30	-422	2264	-189	-785	262	297	166	920	20
747	6870	59	-340	2183	-270	-886	190	297	166	920	20
748	6886	59	-340	2183	-270	-886	190	283	180	921	20
749	6886	166	-246	2151	-458	-934	117	273	181	923	20
750	6900	273	-258	2180	-728	-943	44	273	181	923	20
751	6905	273	-258	2180	-728	-943	44	273	181	923	20
752	6906	337	-490	2128	-988	-914	-46	264	189	926	20
753	6919	309	-855	2006	-1154	-795	-181	264	189	926	20
754	6926	309	-855	2006	-1154	-536	-312	254	202	940	20
755	6926	185	-1670	1922	-1044	-224	-385	248	206	942	20
756	6943	185	-1670	1922	-1044	-224	-385	248	206	942	20
757	6943	49	-1887	1896	-792	51	-392	253	224	943	20
758	6957	-76	-1874	1898	-489	250	-290	253	224	943	20
759	6962	-76	-1874	1898	-489	250	-290	254	233	955	20
760	6963	-163	-1690	1871	-174	357	-41	254	233	955	20
761	6975	-175	-1365	1803	104	372	330	254	225	959	20
762	6981	-175	-1365	1803	104	372	330	254	225	959	20
763	6981	-128	-990	1779	289	303	724	265	223	949	20
764	6997	-33	-710	1747	373	167	1028	265	223	949	20
765	6997	26	-507	1680	393	8	1172	265	218	952	20
766	7011	26	-507	1680	393	8	1172	283	213	950	20
767	7016	45	-361	1612	350	-104	1178	283	213	950	20
768	7017	63	-324	1574	261	-134	1098	294	210	943	20
769	7031	63	-324	1574	261	-134	1098	294	210	943	20
770	7035	80	-389	1595	141	-100	936	294	194	961	20
771	7039	87	-553	1695	17	-61	695	294	194	961	20
772	7052	95	-726	1819	-80	-94	400	303	199	949	20
773	7057	95	-726	1819	-80	-94	400	303	199	949	20
774	7058	116	-857	1885	-136	-227	127	314	192	948	20
775	7072	112	-971	1867	-159	-394	-73	314	192	948	20
776	7077	112	-971	1867	-159	-394	-73	310	192	947	20
777	7078	107	-1031	1813	-156	-515	-190	310	192	947	20
778	7092	125	-1070	1809	-136	-561	-200	312	199	942	20
779	7092	193	-1087	1834	-96	-557	-109	302	195	950	20
780	7106	193	-1087	1834	-96	-557	-109	302	195	950	20
781	7112	227	-1089	1810	-25	-528	38	302	195	950	20
782	7113	232	-1025	1734	69	-445	200	291	197	947	20
783	7127	232	-1025	1734	69	-445	200	289	202	946	20
784	7133	218	-924	1681	174	-268	356	289	202	946	20
785	7134	192	-799	1682	266	-29	496	292	189	944	20
786	7153	172	-708	1708	335	192	623	304	187	940	20
787	7154	152	-673	1739	384	330	735	304	187	940	20
788	7168	96	-605	1750	420	392	819	318	184	942	20
789	7174	96	-605	1750	420	392	819	318	184	942	20
790	7175	53	-558	1730	448	430	878	325	175	931	20
791	7189	23	-510	1752	459	465	904	325	175	931	20
792	7195	23	-510	1752	459	465	904	341	162	945	20
793	7196	-4	-451	1786	465	472	897	354	152	937	20
794	7210	5	-395	1814	451	437	867	354	152	937	20
795	7210	-2	-358	1833	427	372	831	365	141	940	20
796	7224	-2	-358	1833	427	372	831	365	141	940	20
797	7229	0	-367	1860	406	292	774	383	138	936	20
798	7230	7	-379	1870	385	207	688	383	138	936	20
799	7243	7	-379	1870	385	207	597	384	130	938	20
800	7244	-12	-404	1866	377	131	597	384	130	938	20
801	7250	-28	-424	1870	392	91	532	388	123	935	20
802	7267	-45	-449	1892	413	83	489	398	113	931	20
803	7274	-66	-435	1886	436	83	463	398	113	931	20
804	7274	-98	-414	1906	452	86	468	394	102	922	20
805	7288	-98	-414	1906	452	86	468	394	102	922	20
806	7288	-122	-402	1929	447	81	509	401	107	926	20
807	7303	-133	-388	1945	437	60	567	401	107	926	20
808	7309	-133	-388	1945	437	60	567	402	97	927	20
809	7309	-163	-380	1943	425	43	621	402	97	927	20
810	7324	-203	-394	1938	415	39	658	407	94	922	20
811	7324	-261	-367	2029	394	14	679	414	75	926	20
812	7347	-271	-360	2067	389	-55	676	420	67	922	20
813	7351	-271	-360	2067	389	-55	676	420	62	920	20
814	7364	-294	-337	2068	382	-160	660	420	62	920	20
815	7371	-293	-330	2104	349	-281	640	425	60	915	20
816	7371	-258	-352	2147	308	-427	606	425	60	915	20
817	7384	-258	-352	2147	308	-427	606	423	50	922	20
818	7391	-245	-368	2146	277	-575	543	423	50	922	20
819	7391	-245	-368	2146	277	-575	543	424	47	912	20
820	7403	-243	-389	2132	256	-671	461	424	47	912	20
821	7408	-265	-391	2151	237	-717	388	424	47	912	20
822	7409	-247	-420	2167	204	-744	354	424	50	902	20
823	7423	-247	-420	2167	204	-744	354	417	41	896	20
824	7429	-227	-451	2223	159	-794	347	417	41	896	20
825	7429	-218	-495	2257	122	-868	343	403	29	897	20
826	7444	-218	-495	2257	122	-868	343	403	29	897	20
827	7444	-180	-539	2267	103	-932	337	404	36	903	20
828	7461	-156	-519	2251	106	-956	343	394	34	890	20
829	7461	-170	-474	2233	122	-918	394	394	34	890	20
830	7476	-185	-418	2231	136	-811	513	396	32	888	20
831	7482	-185	-418	2231	136	-811	513	396	32	888	20
832	7482	-201	-313	2248	140	-656	680	381	22	888	20
833	7497	-226	-227	2268	109	-493	857	381	22	888	20
834	7503	-226	-227	2268	109	-493	857	386	13	882	20
835	7504	-250	-161	2261	23	-370	1007	386	13	884	20
836	7518	-312	-131	2231	-110	-296	1098	385	5	884	20
837	7523	-397	-213	2230	-252	-242	1133	385	5	884	20
838	7524	-397	-213	2230	-252	-242	1133	399	4	886	20
839	7538	-480	-459	2195	-344	-197	1106	398	12	892	20
840	7543	-618	-719	2144	-343	-164	1033	398	12	892	20
841	7544	-701	-1032	2174	-251	-146	943	397	1	890	20
842	7552	-701	-1032	2174	-251	-146	943	397	1	890	20
843	7558	-756	-1205	2146	-65	-164	848	399	-4	888	20
844	7573	-787	-1199	2153	167	-235	782	399	-4	888	20
845	7579	-787	-1199	2153	167	-235	782	404	-7	890	20
846	7579	-781	-1006	2161	388	-417	800	404	-7	890	20
847	7594	-683	-696	2154	537	-717	913	400	-22	871	20
848	7600	-683	-696	2154	590	-1115	1075	400	-22	871	20
849	7601	-383	-61	2050	557	-1516	1232	396	-31	869	20
850	7616	-383	-61	2050	557	-1516	1232	385	-42	870	20
851	7621	-239	173	1952	455	-1770	1384	385	-42	870	20
852	7622	-84	244	1915	312	-1822	1544	379	-55	861	20
853	7636	-84	244	1915	312	-1822	1544	379	-55	861	20
854	7637	12	215	1888	170	-1711	1660	357	-69	857	20
855	7650	65	69	1885	53	-1438	1692	357	-69	857	20
856	7655	52	-113	1853	-23	-1026	1639	349	-79	851	20
857	7659	52	-113	1853	-23	-1026	1639	349	-82	855	20
858	7672	-37	-253	1901	-53	-544	1543	349	-82	855	20
859	7673	-160	-393	2007	-55	-124	1474	352	-88	848	20
860	7686	-160	-393	2007	-42	103	1457	352	-88	848	20
861	7693	-299	-503	2110	-42	103	1457	367	-88	851	20
862	7693	-418	-644	2098	-16	149	1485	367	-88	851	20
863	7707	-458	-772	2083	3	87	1534	369	-105	846	20
864	7712	-458	-772	2083	3	87	1534	369	-105	846	20
865	7713	-473	-872	2094	9	-53	1582	370	-105	847	20
866	7728	-457	-934	2083	32	-250	1615	370	-105	847	20
867	7735	-457	-934	2054	73	-459	1621	381	-111	859	20
868	7735	-402	-933	2054	73	-459	1621	375	-122	850	20
869	7750	-305	-866	1964	126	-631	1599	375	-122	850	20
870	7750	-195	-757	1895	170	-725	1583	381	-127	850	20
871	7767	-87	-653	1854	193	-734	1597	381	-127	850	20
872	7767	-51	-602	1781	240	-665	1622	385	-135	855	20
873	7782	-51	-602	1781	240	-665	1622	376	-147	846	20
874	7789	-32	-546	1742	299	-514	1628	376	-147	846	20
875	7789	-75	-495	1689	347	-324	1603	383	-156	842	20
876	7805	-106	-442	1682	373	-155	1567	383	-156	842	20
877	7805	-132	-385	1715	375	-70	1524	384	-167	846	20
878	7819	-132	-385	1715	375	-70	1524	384	-167	846	20
879	7824	-111	-304	1725	360	-74	1464	389	-174	845	20
880	7825	-99	-210	1682	326	-123	1385	389	-174	845	20
881	7838	-99	-210	1682	326	-123	1385	385	-187	846	20
882	7845	-81	-157	1634	277	-154	1302	385	-187	846	20
883	7845	-55	-153	1585	205	-130	1221	399	-194	835	20
884	7859	-55	-153	1585	205	-130	1221	399	-194	835	20
885	7859	-35	-156	1561	131	-55	1129	391	-210	837	20
886	7865	-69	-183	1557	70	51	1029	398	-210	838	20
887	7879	-69	-183	1557	70	51	1029	398	-210	838	20
888	7884	-112	-252	1580	27	163	943	398	-210	838	20
889	7885	-171	-334	1601	-7	249	878	406	-215	838	20
890	7898	-218	-419	1628	-27	275	823	415	-223	842	20
891	7899	-218	-419	1628	-27	275	823	415	-223	842	20
892	7912	-231	-497	1676	-26	252	771	415	-214	843	20
893	7919	-251	-565	1722	-10	198	724	415	-214	843	20
894	7919	-251	-565	1722	-10	143	697	416	-224	836	20
895	7933	-270	-582	1714	25	143	697	416	-224	836	20
896	7939	-282	-600	1729	52	118	685	418	-229	856	20
897	7940	-286	-594	1760	70	103	689	418	-229	856	20
898	7954	-286	-594	1760	70	103	689	423	-234	841	20
899	7961	-290	-573	1819	82	73	699	423	-234	841	20
900	7961	-258	-552	1845	85	14	704	425	-236	846	20
901	7978	-225	-564	1861	84	-49	700	429	-251	852	20
902	7978	-203	-576	1891	86	-96	667	429	-251	852	20
903	7992	-203	-576	1891	86	-96	667	424	-249	850	20
904	7998	-150	-568	1932	84	-141	592	424	-249	850	20
905	7999	-132	-518	1958	86	-197	495	422	-258	839	20
906	8013	-132	-518	1958	86	-197	495	422	-258	839	20
907	8013	-113	-442	1945	85	-250	417	424	-255	842	20
908	8027	-104	-396	1968	63	-275	392	423	-259	836	20
909	8032	-104	-396	1968	63	-275	392	423	-259	836	20
910	8033	-66	-399	1982	31	-262	401	423	-272	853	20
911	8046	-62	-398	2001	4	-227	395	423	-272	853	20
912	8053	-70	-406	2031	-19	-174	375	426	-269	839	20
913	8053	-82	-412	2094	-36	-119	362	426	-269	839	20
914	8069	-82	-412	2094	-36	-119	362	435	-264	842	20
915	8069	-100	-423	2198	-35	-89	341	435	-264	842	20
