Номер пакета	Время	Широта	Долгота	Высота	fix GPS
19801	2139739	55.90953826904297	37.80555725097656	165.5	1
19803	2139955	55.90953826904297	37.80555725097656	165.5	1
19804	2140063	55.90953826904297	37.80555725097656	165.5	1
19806	2140279	55.909549713134766	37.80555725097656	165.39999389648438	1
19821	2141899	55.9095573425293	37.8055534362793	165.39999389648438	1
19822	2142007	55.9095573425293	37.8055534362793	165.39999389648438	1
19825	2142331	55.909568786621094	37.80555725097656	165.1999969482422	1
19826	2142439	55.909568786621094	37.80555725097656	165.1999969482422	1
19827	2142547	55.909568786621094	37.80555725097656	165.1999969482422	1
19831	2142979	55.909568786621094	37.80555725097656	165.1999969482422	1
19843	2144275	55.90958786010742	37.805564880371094	165.0	1
19844	2144383	55.90958786010742	37.805564880371094	165.0	1
19848	2144815	55.90958786010742	37.805564880371094	165.0	1
19854	2145463	55.90959930419922	37.80556106567383	164.89999389648438	1
19856	2145679	55.90959930419922	37.80556106567383	164.89999389648438	1
19860	2146111	55.90959930419922	37.80556106567383	164.89999389648438	1
19861	2146219	55.90959930419922	37.80556106567383	164.89999389648438	1
19863	2146435	55.909610748291016	37.80556106567383	164.60000610351562	1
19864	2146543	55.909610748291016	37.80556106567383	164.60000610351562	1
19867	2146867	55.909610748291016	37.80556106567383	164.60000610351562	1
19871	2147299	55.90962219238281	37.80555725097656	164.6999969482422	1
19872	2147407	55.90962219238281	37.80555725097656	164.6999969482422	1
19876	2147839	55.90962219238281	37.80555725097656	164.6999969482422	1
19877	2147947	55.90962219238281	37.80555725097656	164.6999969482422	1
19883	2148595	55.909629821777344	37.80556106567383	164.5	1
19884	2148703	55.909629821777344	37.80556106567383	164.5	1
19885	2148811	55.909629821777344	37.80556106567383	164.5	1
19888	2149135	55.909629821777344	37.80556106567383	164.5	1
19897	2150107	55.90964126586914	37.805564880371094	164.3000030517578	1
19900	2150431	55.90965270996094	37.805564880371094	164.3000030517578	1
19913	2151835	55.90966033935547	37.80556106567383	164.1999969482422	1
19940	2154751	55.909690856933594	37.8055534362793	163.60000610351562	1
19942	2154967	55.909690856933594	37.8055534362793	163.60000610351562	1
19945	2155291	55.909690856933594	37.8055534362793	163.60000610351562	1
19956	2156479	55.909706115722656	37.80554962158203	163.1999969482422	1
19968	2157775	55.90971374511719	37.805545806884766	163.10000610351562	1
19981	2159179	55.90972137451172	37.805538177490234	163.0	1
19991	2160259	55.90972900390625	37.80553436279297	163.10000610351562	1
19993	2160475	55.90974044799805	37.8055305480957	163.1999969482422	1
19996	2160799	55.90974044799805	37.8055305480957	163.1999969482422	1
20005	2161771	55.90974807739258	37.8055305480957	163.10000610351562	1
20009	2162203	55.90974807739258	37.8055305480957	163.10000610351562	1
20010	2162311	55.90974807739258	37.8055305480957	163.10000610351562	1
20011	2162419	55.90974807739258	37.8055305480957	163.10000610351562	1
20012	2162527	55.90975570678711	37.8055305480957	163.1999969482422	1
20013	2162635	55.90975570678711	37.8055305480957	163.1999969482422	1
20014	2162743	55.90975570678711	37.8055305480957	163.1999969482422	1
20016	2162959	55.90975570678711	37.8055305480957	163.1999969482422	1
20018	2163175	55.90975570678711	37.8055305480957	163.1999969482422	1
20021	2163499	55.909767150878906	37.80552673339844	163.1999969482422	1
20022	2163607	55.909767150878906	37.80552673339844	163.1999969482422	1
20023	2163715	55.909767150878906	37.80552673339844	163.1999969482422	1
20024	2163823	55.909767150878906	37.80552673339844	163.1999969482422	1
20025	2163931	55.909767150878906	37.80552673339844	163.1999969482422	1
20026	2164039	55.909767150878906	37.80552673339844	163.1999969482422	1
20027	2164147	55.909767150878906	37.80552673339844	163.1999969482422	1
20028	2164255	55.909767150878906	37.80552673339844	163.1999969482422	1
20029	2164363	55.909767150878906	37.80552673339844	163.1999969482422	1
20030	2164471	55.909767150878906	37.80552673339844	163.1999969482422	1
20031	2164579	55.90977478027344	37.80552291870117	162.89999389648438	1
20034	2164903	55.90977478027344	37.80552291870117	162.89999389648438	1
20035	2165011	55.90977478027344	37.80552291870117	162.89999389648438	1
20039	2165443	55.90977478027344	37.80552291870117	162.89999389648438	1
20052	2166847	55.9097900390625	37.80551528930664	162.60000610351562	1
20053	2166955	55.9097900390625	37.80551528930664	162.60000610351562	1
20054	2167063	55.9097900390625	37.80551528930664	162.60000610351562	1
20055	2167171	55.9097900390625	37.80551528930664	162.60000610351562	1
20056	2167279	55.9097900390625	37.80551528930664	162.60000610351562	1
20063	2168035	55.90979766845703	37.805511474609375	161.89999389648438	1
20066	2168359	55.90979766845703	37.805511474609375	161.89999389648438	1
20072	2169007	55.909812927246094	37.805511474609375	162.3000030517578	1
20093	2171275	55.909828186035156	37.80550765991211	161.8000030517578	1
20094	2171383	55.909828186035156	37.80550765991211	161.8000030517578	1
20096	2171599	55.909828186035156	37.80550765991211	161.8000030517578	1
20097	2171707	55.90983581542969	37.805511474609375	161.39999389648438	1
20102	2172247	55.90983581542969	37.805511474609375	161.39999389648438	1
20111	2173219	55.90984344482422	37.80550765991211	160.6999969482422	1
20120	2174191	55.909854888916016	37.805503845214844	160.6999969482422	1
20123	2174515	55.909854888916016	37.805503845214844	160.6999969482422	1
20140	2176351	55.90987014770508	37.80550765991211	160.1999969482422	1
20168	2179375	55.9099006652832	37.80549621582031	161.3000030517578	1
20170	2179591	55.9099006652832	37.80549621582031	161.3000030517578	1
20173	2179915	55.909915924072266	37.805484771728516	162.60000610351562	1
20175	2180131	55.909915924072266	37.805484771728516	162.60000610351562	1
20176	2180239	55.909915924072266	37.805484771728516	162.60000610351562	1
20179	2180563	55.909915924072266	37.805484771728516	162.60000610351562	1
20180	2180671	55.909915924072266	37.805484771728516	162.60000610351562	1
