Номер пакета	Время	Давление	Температура	Высота	Состояние
3862	418.6239929199219	69375.88074408207	22.77215576171875	2940.0219474389223	4
3863	418.73199462890625	69375.88074408207	22.77215576171875	2940.0219474389223	4
3866	419.0559997558594	69375.88074408207	22.77215576171875	2940.0219474389223	4
3868	419.2720031738281	69375.88074408207	22.77215576171875	2940.0219474389223	4
3870	419.4880065917969	69375.88074408207	22.77215576171875	2940.0219474389223	4
3872	419.7040100097656	69375.88074408207	22.77215576171875	2940.0219474389223	4
3875	420.02801513671875	69375.88074408207	22.77215576171875	2940.0219474389223	4
3876	420.135986328125	69375.88074408207	22.77215576171875	2940.0219474389223	4
3879	420.4599914550781	69375.88074408207	22.77215576171875	2940.0219474389223	4
3880	420.5679931640625	69375.88074408207	22.77215576171875	2940.0219474389223	4
3882	420.78399658203125	69375.88074408207	22.77215576171875	2940.0219474389223	4
3883	420.8919982910156	69375.88074408207	22.77215576171875	2940.0219474389223	4
3886	421.21600341796875	69375.88074408207	22.77215576171875	2940.0219474389223	4
3887	421.3240051269531	69375.88074408207	22.77215576171875	2940.0219474389223	4
3889	421.5400085449219	69375.88074408207	22.77215576171875	2940.0219474389223	4
3891	421.7560119628906	69375.88074408207	22.77215576171875	2940.0219474389223	4
3892	421.864013671875	69375.88074408207	22.77215576171875	2940.0219474389223	4
3893	421.97198486328125	69375.88074408207	22.77215576171875	2940.0219474389223	4
3896	422.2959899902344	69375.88074408207	22.77215576171875	2940.0219474389223	4
3897	422.40399169921875	69375.88074408207	22.77215576171875	2940.0219474389223	4
3898	422.5119934082031	69375.88074408207	22.77215576171875	2940.0219474389223	4
3903	423.052001953125	69375.88074408207	22.77215576171875	2940.0219474389223	4
3907	423.4840087890625	69375.88074408207	22.77215576171875	2940.0219474389223	4
3910	423.8080139160156	69375.88074408207	22.77215576171875	2940.0219474389223	4
3913	424.1319885253906	69375.88074408207	22.77215576171875	2940.0219474389223	4
3919	424.7799987792969	69375.88074408207	22.77215576171875	2940.0219474389223	4
3923	425.2120056152344	69375.88074408207	22.77215576171875	2940.0219474389223	4
3924	425.32000732421875	69375.88074408207	22.77215576171875	2940.0219474389223	4
3929	425.8599853515625	69375.88074408207	22.77215576171875	2940.0219474389223	4
3934	426.3999938964844	69375.88074408207	22.77215576171875	2940.0219474389223	4
3936	426.6159973144531	69375.88074408207	22.77215576171875	2940.0219474389223	4
3939	426.94000244140625	69375.88074408207	22.77215576171875	2940.0219474389223	4
3940	427.0480041503906	69375.88074408207	22.77215576171875	2940.0219474389223	4
3942	427.2640075683594	69375.88074408207	22.77215576171875	2940.0219474389223	4
3947	427.8039855957031	69375.88074408207	22.77215576171875	2940.0219474389223	4
