Номер пакета	Время	Широта	Долгота	Высота	fix GPS
18385	1986.81103515625	0.0	0.0	170.8000030517578	1
18386	1986.9189453125	0.0	0.0	170.8000030517578	1
18387	1987.0269775390625	-0.3797471523284912	0.4256831407546997	170.8000030517578	1
18388	1987.135009765625	-0.3797471523284912	0.4256831407546997	170.8000030517578	1
18389	1987.2430419921875	-0.3797471523284912	0.4256831407546997	170.8000030517578	1
18390	1987.3509521484375	-0.3797471523284912	0.4256831407546997	170.8000030517578	1
18391	1987.458984375	-0.3797471523284912	0.4256831407546997	170.8000030517578	1
18392	1987.5670166015625	-0.3797471523284912	0.4256831407546997	170.8000030517578	1
18393	1987.675048828125	-0.3797471523284912	0.4256831407546997	170.8000030517578	1
18394	1987.782958984375	-0.3797471523284912	0.4256831407546997	170.8000030517578	1
18395	1987.8909912109375	-0.3797471523284912	0.4256831407546997	170.8000030517578	1
18396	1987.9990234375	-0.3797471523284912	0.4256831407546997	170.8000030517578	1
18397	1988.1070556640625	-0.7594943046569824	0.4256831705570221	171.1999969482422	1
18398	1988.2149658203125	-0.7594943046569824	0.4256831705570221	171.1999969482422	1
18399	1988.322998046875	-0.7594943046569824	0.4256831705570221	171.1999969482422	1
18400	1988.4310302734375	-0.7594943046569824	0.4256831705570221	171.1999969482422	1
18401	1988.5389404296875	-0.7594943046569824	0.4256831705570221	171.1999969482422	1
18402	1988.64697265625	-0.7594943046569824	0.4256831705570221	171.1999969482422	1
18403	1988.7550048828125	-0.7594943046569824	0.4256831705570221	171.1999969482422	1
18404	1988.863037109375	-0.7594943046569824	0.4256831705570221	171.1999969482422	1
18405	1988.970947265625	-0.7594943046569824	0.4256831705570221	171.1999969482422	1
18406	1989.0789794921875	-1.5189886093139648	0.42568325996398926	171.3000030517578	1
18407	1989.18701171875	-1.5189886093139648	0.42568325996398926	171.3000030517578	1
18408	1989.2950439453125	-1.5189886093139648	0.42568325996398926	171.3000030517578	1
18409	1989.4029541015625	-1.5189886093139648	0.42568325996398926	171.3000030517578	1
18410	1989.510986328125	-1.5189886093139648	0.42568325996398926	171.3000030517578	1
18411	1989.6190185546875	-1.5189886093139648	0.42568325996398926	171.3000030517578	1
18412	1989.72705078125	-1.5189886093139648	0.42568325996398926	171.3000030517578	1
18413	1989.8349609375	-1.5189886093139648	0.42568325996398926	171.3000030517578	1
18414	1989.9429931640625	-1.5189886093139648	0.42568325996398926	171.3000030517578	1
18415	1990.051025390625	-1.898735761642456	0.0	171.3000030517578	1
18416	1990.1590576171875	-1.898735761642456	0.0	171.3000030517578	1
18417	1990.2669677734375	-1.898735761642456	0.0	171.3000030517578	1
18418	1990.375	-1.898735761642456	0.0	171.3000030517578	1
18419	1990.4830322265625	-1.898735761642456	0.0	171.3000030517578	1
18420	1990.5909423828125	-1.898735761642456	0.0	171.3000030517578	1
18421	1990.698974609375	-1.898735761642456	0.0	171.3000030517578	1
18422	1990.8070068359375	-1.898735761642456	0.0	171.3000030517578	1
18423	1990.9150390625	-1.898735761642456	0.0	171.3000030517578	1
18424	1991.02294921875	-1.898735761642456	0.0	171.3000030517578	1
18425	1991.1309814453125	-2.2784829139709473	-0.6385250091552734	171.10000610351562	1
18426	1991.239013671875	-2.2784829139709473	-0.6385250091552734	171.10000610351562	1
18427	1991.3470458984375	10811671.0	1274659.75	171.10000610351562	1
18428	1991.4549560546875	10811671.0	1274659.75	171.10000610351562	1
18429	1991.56298828125	10811671.0	1274659.75	171.10000610351562	1
18430	1991.6710205078125	10811671.0	1274659.75	171.10000610351562	1
18431	1991.779052734375	10811671.0	1274659.75	171.10000610351562	1
18432	1991.886962890625	10811671.0	1274659.75	171.10000610351562	1
18433	1991.9949951171875	10811671.0	1274659.75	171.10000610351562	1
18434	1992.10302734375	10811671.0	1274658.875	171.3000030517578	1
18435	1992.2110595703125	10811671.0	1274658.875	171.3000030517578	1
18436	1992.3189697265625	10811671.0	1274658.875	171.3000030517578	1
18437	1992.427001953125	10811671.0	1274658.875	171.3000030517578	1
18438	1992.5350341796875	10811671.0	1274658.875	171.3000030517578	1
18439	1992.6429443359375	10811671.0	1274658.875	171.3000030517578	1
18440	1992.7509765625	10811671.0	356235.21875	171.3000030517578	1
18441	1992.8590087890625	10811671.0	356235.21875	171.3000030517578	1
18442	1992.967041015625	10811671.0	356235.21875	171.3000030517578	1
18443	1993.074951171875	10811671.0	356235.21875	171.3000030517578	1
18444	1993.1829833984375	10811671.0	356234.15625	171.10000610351562	1
18445	1993.291015625	10811671.0	356234.15625	171.10000610351562	1
18446	1993.3990478515625	10811671.0	356234.15625	171.10000610351562	1
18447	1993.5069580078125	10811671.0	356234.15625	171.10000610351562	1
18448	1993.614990234375	10811671.0	356234.15625	171.10000610351562	1
18449	1993.7230224609375	10811671.0	356234.15625	171.10000610351562	1
18450	1993.8310546875	10811671.0	356234.15625	171.10000610351562	1
18451	1993.93896484375	10811671.0	356234.15625	171.10000610351562	1
18452	1994.0469970703125	10811671.0	356234.15625	171.10000610351562	1
18453	1994.155029296875	10811671.0	356233.09375	171.0	1
18454	1994.262939453125	10811671.0	356233.09375	171.0	1
18455	1994.3709716796875	10811671.0	356233.09375	171.0	1
18456	1994.47900390625	10811671.0	356233.09375	171.0	1
18457	1994.5870361328125	10811671.0	356233.09375	171.0	1
18458	1994.6949462890625	10811671.0	356233.09375	171.0	1
18459	1994.802978515625	10811671.0	356233.09375	171.0	1
18460	1994.9110107421875	10811671.0	356233.09375	171.0	1
18461	1995.01904296875	10811671.0	356233.09375	171.0	1
18462	1995.126953125	10811671.0	356233.09375	171.0	1
18463	1995.2349853515625	10811670.0	356232.5	170.39999389648438	1
18464	1995.343017578125	10811670.0	356232.5	170.39999389648438	1
18465	1995.4510498046875	10811670.0	356232.5	170.39999389648438	1
18466	1995.5589599609375	10811670.0	356232.5	170.39999389648438	1
18468	1995.7750244140625	10811670.0	4561728.0	170.39999389648438	1
18469	1995.883056640625	10811670.0	4561728.0	170.39999389648438	1
18470	1995.990966796875	10811670.0	4561728.0	170.39999389648438	1
18471	1996.0989990234375	10811670.0	4561728.0	170.39999389648438	1
18472	1996.20703125	10811671.0	4561727.0	170.1999969482422	1
18473	1996.31494140625	10811671.0	4561727.0	170.1999969482422	1
18474	1996.4229736328125	10811671.0	4561727.0	170.1999969482422	1
18475	1996.531005859375	10811671.0	4561727.0	170.1999969482422	1
18476	1996.6390380859375	10811671.0	4561727.0	170.1999969482422	1
18477	1996.7469482421875	10811671.0	4561727.0	170.1999969482422	1
18478	1996.85498046875	10811671.0	4561727.0	170.1999969482422	1
18479	1996.9630126953125	10811671.0	4561727.0	170.1999969482422	1
