Время	X	Y	Z
0.0	4331654.0	827785.875	-6.553719805492792e+21
0.0	8663308.0	1655571.75	-2.172700700892438e+21
0.0	10811526.0	2066099.75	0.0001019411429297179
0.0	10811526.0	2066099.625	-1.340362310409546
0.0	10811526.0	2066099.625	-1.3369284868240356
0.0	10811526.0	2066099.625	-1.3340516090393066
0.0	10811526.0	2066099.625	-1.3255136013031006
0.0	10811526.0	2066099.625	-1.3226829767227173
0.0	10811526.0	2066099.625	-1.3198060989379883
0.0	10811526.0	2066099.625	-1.310711145401001
0.0	10811526.0	2066099.625	-1.307834267616272
0.0	10811526.0	2066099.625	-1.3021267652511597
0.0	10811526.0	2066099.625	-1.3870031833648682
0.0	10811526.0	2066099.625	-1.4402716159820557
0.0	10811526.0	2066099.625	-1.4671223163604736
0.0	10811526.0	2066099.625	-1.4935399293899536
0.0	10811527.0	2066099.25	-1.4427794218063354
0.0	10811527.0	2066099.25	-1.4263936281204224
0.0	10811527.0	2066099.125	-1.416535496711731
0.0	10811528.0	2066099.0	-1.3920233249664307
0.0	10811528.0	2066098.875	-1.375637412071228
0.0	10811528.0	2066098.625	-1.5035899877548218
0.0	10811528.0	2066098.625	-1.5048093795776367
0.0	10811528.0	2066098.625	-1.4759643077850342
0.0	10811528.0	2066098.625	-1.4666509628295898
0.0	10811528.0	2066098.625	-1.457184910774231
0.0	10811528.0	2066098.625	-1.4478715658187866
0.0	10811528.0	2066098.625	-1.3990145921707153
0.0	10811529.0	2066098.125	-1.2335278987884521
0.0	10811529.0	2066098.125	-1.2307586669921875
0.0	10811529.0	2066098.125	-1.2284759283065796
0.0	10811529.0	2066098.125	-1.2261558771133423
0.0	10811529.0	2066098.0	-1.2215529680252075
0.0	10811529.0	2066098.0	-1.2192702293395996
0.0	10811529.0	2066098.0	-1.2169500589370728
0.0	10811529.0	2066097.875	-1.2118982076644897
0.0	10811529.0	2066097.875	-1.207295298576355
0.0	10811529.0	2066097.875	-1.2026925086975098
0.0	10811530.0	2668145.75	1.0168290822298085e+26
0.0	10811532.0	3845901.5	-1.18081533908844
0.0	10811532.0	3845901.5	-1.2159643173217773
0.0	10811532.0	3845901.5	-1.2182390689849854
0.0	10811532.0	3845901.5	-1.2227518558502197
0.0	10811532.0	3845901.5	-1.255185842514038
0.0	10811532.0	3845901.5	-1.257460594177246
0.0	10811532.0	3845901.5	-1.2596986293792725
0.0	10811532.0	3845901.5	-1.286108374595642
0.0	10811532.0	3845901.5	-1.317215085029602
0.0	10811532.0	3845901.5	-1.3436346054077148
0.0	10811532.0	3845901.5	-1.369627833366394
0.0	10811532.0	3845901.5	-1.3960472345352173
