Номер пакета	Время	Широта	Долгота	Высота	fix GPS
6865	742.6510009765625	0.0	0.0	193.5	1
6866	742.7589721679688	0.0	0.0	193.5	1
6867	742.8670043945312	0.0	0.0	193.5	1
6868	742.9749755859375	-0.3797471523284912	-0.21284034848213196	193.0	1
6869	743.0830078125	-0.3797471523284912	-0.21284034848213196	193.0	1
6870	743.1909790039062	-0.3797471523284912	-0.21284034848213196	193.0	1
6871	743.2990112304688	-0.3797471523284912	-0.21284034848213196	193.0	1
6872	743.406982421875	-0.3797471523284912	-0.21284034848213196	193.0	1
6873	743.5150146484375	-0.3797471523284912	-0.21284034848213196	193.0	1
6874	743.6229858398438	10811698.0	2377670.25	193.0	1
6875	743.7310180664062	10811698.0	2377670.25	193.0	1
6876	743.8389892578125	10811698.0	2377670.25	193.0	1
6877	743.947021484375	10811698.0	2377670.25	192.6999969482422	1
6878	744.0549926757812	10811698.0	2377670.25	192.6999969482422	1
6879	744.1630249023438	10811698.0	2377670.25	192.6999969482422	1
6880	744.27099609375	10811698.0	2377670.25	192.6999969482422	1
6881	744.3790283203125	10811698.0	2377670.25	192.6999969482422	1
6882	744.4869995117188	10811698.0	2377670.25	192.6999969482422	1
6883	744.594970703125	10811698.0	2377670.25	192.6999969482422	1
6884	744.7030029296875	10811698.0	2377670.25	192.6999969482422	1
6885	744.8109741210938	10811698.0	2377670.25	192.6999969482422	1
6886	744.9190063476562	10811698.0	2377670.25	192.6999969482422	1
6887	745.0269775390625	10811697.0	2377670.25	191.8000030517578	1
6888	745.135009765625	10811697.0	2377670.25	191.8000030517578	1
6889	745.2429809570312	10811697.0	2377670.25	191.8000030517578	1
6890	745.3510131835938	10811697.0	2377670.25	191.8000030517578	1
6891	745.458984375	10811697.0	2377670.25	191.8000030517578	1
6892	745.5670166015625	10811697.0	2377670.25	191.8000030517578	1
6893	745.6749877929688	10811697.0	2377670.25	191.8000030517578	1
6894	745.7830200195312	10811697.0	2377670.25	191.8000030517578	1
6895	745.8909912109375	10811697.0	2377670.25	191.8000030517578	1
6896	745.9990234375	10811695.0	2377671.5	190.1999969482422	1
6897	746.1069946289062	10811695.0	2377671.5	190.1999969482422	1
6898	746.2150268554688	10811695.0	2377671.5	190.1999969482422	1
6899	746.322998046875	10811695.0	2377671.5	190.1999969482422	1
6900	746.4310302734375	10811695.0	2377671.5	190.1999969482422	1
6901	746.5390014648438	10811695.0	2377671.5	190.1999969482422	1
6902	746.64697265625	10811695.0	2377671.5	190.1999969482422	1
6903	746.7550048828125	10811695.0	2377671.5	190.1999969482422	1
6904	746.8629760742188	10811695.0	2377671.5	190.1999969482422	1
6905	746.9710083007812	10811695.0	2377671.5	190.1999969482422	1
6906	747.0789794921875	10811696.0	2377670.75	190.10000610351562	1
6907	747.18701171875	10811696.0	2377670.75	190.10000610351562	1
6908	747.2949829101562	10811696.0	2377670.75	190.10000610351562	1
6909	747.4030151367188	10811696.0	2377670.75	190.10000610351562	1
6910	747.510986328125	10811696.0	2377670.75	190.10000610351562	1
6911	747.6190185546875	10811696.0	2377670.75	190.10000610351562	1
6912	747.7269897460938	10811696.0	2377670.75	190.10000610351562	1
6913	747.8350219726562	10811696.0	2377670.75	190.10000610351562	1
6914	747.9429931640625	10811696.0	2377670.75	190.10000610351562	1
6915	748.051025390625	10811695.0	2377672.0	189.10000610351562	1
6916	748.1589965820312	10811695.0	2377672.0	189.10000610351562	1
6917	748.2670288085938	10811695.0	2377672.0	189.10000610351562	1
6918	748.375	10811695.0	2377672.0	189.10000610351562	1
6919	748.4829711914062	10811695.0	2377672.0	189.10000610351562	1
6920	748.5910034179688	10811695.0	2377672.0	189.10000610351562	1
6921	748.698974609375	10811695.0	2377672.0	189.10000610351562	1
